# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,69.350724,0.000000,697.000000
0.005841,69.362047,0.403494,697.002357
0.011681,69.372580,0.807049,697.007070
0.021681,69.390575,1.498075,697.018596
0.031681,69.408557,2.189280,697.037033
0.041681,69.426493,2.880664,697.062383
0.051681,69.444358,3.572226,697.094647
0.061681,69.462188,4.263965,697.133828
0.071681,69.479914,4.955882,697.179927
0.081681,69.497663,5.647976,697.232946
0.091681,69.515296,6.340246,697.292888
0.101681,69.577926,7.032915,697.359753
0.111681,69.603908,7.726026,697.433548
0.121681,69.621480,8.419353,697.514275
0.131681,69.638952,9.112856,697.601936
0.141681,69.656424,9.806532,697.696533
0.151681,69.673871,10.500382,697.798068
0.161681,69.691209,11.194405,697.906541
0.171681,69.708553,11.888601,698.021956
0.181681,69.725835,12.582969,698.144314
0.191681,69.743055,13.277510,698.273617
0.201681,69.801477,13.972392,698.409866
0.211681,69.826506,14.667753,698.553066
0.221681,69.843652,15.363302,698.703221
0.231681,69.860771,16.059015,698.860333
0.241681,69.877830,16.754898,699.024402
0.251681,69.894833,17.450951,699.195432
0.261681,69.911786,18.147173,699.373422
0.271681,69.928681,18.843564,699.558376
0.281681,69.945552,19.540123,699.750294
0.291681,69.962401,20.236850,699.949179
0.301681,70.018572,20.933907,700.155033
0.311681,70.043043,21.631426,700.367859
0.321681,70.059780,22.329129,700.587662
0.331681,70.076460,23.026993,700.814442
0.341681,70.093084,23.725022,701.048202
0.351681,70.109653,24.423217,701.288943
0.361681,70.126270,25.121577,701.536667
0.371681,70.142730,25.820102,701.791376
0.381681,70.159236,26.518790,702.053070
0.391681,70.175687,27.217643,702.321752
0.401681,70.229642,27.916847,702.597425
0.411681,70.253529,28.616438,702.880091
0.421681,70.269866,29.316230,703.169754
0.431681,70.286185,30.016184,703.466417
0.441681,70.302380,30.716300,703.770079
0.451681,70.318520,31.416577,704.080743
0.461681,70.334706,32.117015,704.398411
0.471681,70.350838,32.817614,704.723084
0.481681,70.366815,33.518373,705.054764
0.491681,70.382839,34.219292,705.393453
0.501681,70.434809,34.920549,705.739152
0.511681,70.458154,35.622181,706.091866
0.521681,70.474062,36.324008,706.451597
0.531681,70.489884,37.025993,706.818347
0.541681,70.505755,37.728137,707.192117
0.551681,70.521466,38.430437,707.572910
0.561681,70.537225,39.132895,707.960727
0.571681,70.552930,39.835509,708.355569
0.581681,70.568550,40.538278,708.757438
0.591681,70.584148,41.241204,709.166335
0.601681,70.634128,41.944456,709.582263
0.603032,70.640182,42.039460,709.638970
0.605867,70.659026,42.238659,709.758743
0.608703,70.663774,42.437871,709.879081
0.614374,70.672782,42.836319,710.120887
0.620046,70.681796,43.234817,710.364952
0.625717,70.690285,43.633363,710.611278
0.635717,70.705875,44.336231,711.051126
0.645717,70.721028,45.039255,711.498003
0.655717,70.736223,45.742436,711.951911
0.665717,70.751581,46.445779,712.412852
0.675717,70.766581,47.149289,712.880828
