# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,69.342565,0.000000,697.000000
0.005839,69.353867,0.403633,697.002357
0.011677,69.364378,0.807327,697.007070
0.021677,69.382341,1.498830,697.018601
0.031677,69.400276,2.190511,697.037048
0.041677,69.418153,2.882371,697.062412
0.051677,69.435963,3.574409,697.094696
0.061677,69.453731,4.266623,697.133901
0.071677,69.471389,4.959015,697.180030
0.081677,69.489065,5.651583,697.233083
0.091677,69.506667,6.344326,697.293062
0.101677,69.569258,7.037469,697.359971
0.111677,69.595207,7.731053,697.433814
0.121677,69.612719,8.424854,697.514593
0.131677,69.630129,9.118830,697.602312
0.141677,69.647548,9.812978,697.696971
0.151677,69.664955,10.507300,697.798572
0.161677,69.682230,11.201795,697.907118
0.171677,69.699507,11.896463,698.022609
0.181677,69.716719,12.591302,698.145048
0.191677,69.733871,13.286312,698.274436
0.201677,69.792210,13.981699,698.410776
0.211677,69.817183,14.677501,698.554072
0.221677,69.834246,15.373512,698.704327
0.231677,69.851277,16.069693,698.861543
0.241677,69.868250,16.766044,699.025722
0.251677,69.885166,17.462564,699.196865
0.261677,69.902020,18.159252,699.374973
0.271677,69.918811,18.856107,699.560050
0.281677,69.935571,19.553130,699.752096
0.291677,69.952307,20.250320,699.951113
0.301677,70.008340,20.947840,700.157104
0.311677,70.032704,21.645819,700.370072
0.321677,70.049306,22.343983,700.590021
0.331677,70.065845,23.042306,700.816952
0.341677,70.082323,23.740793,701.050867
0.351677,70.098738,24.439444,701.291769
0.361677,70.115191,25.138259,701.539657
0.371677,70.131479,25.837237,701.794535
0.381677,70.147804,26.536377,702.056403
0.391677,70.164066,27.235680,702.325263
0.401677,70.217803,27.935332,702.601118
0.411677,70.241501,28.635370,702.883972
0.421677,70.257620,29.335606,703.173826
0.431677,70.273710,30.036003,703.470684
0.441677,70.289664,30.736559,703.774547
0.451677,70.305553,31.437274,704.085416
0.461677,70.321477,32.138148,704.403294
0.471677,70.337336,32.839180,704.728180
0.481677,70.353024,33.540369,705.060078
0.491677,70.368746,34.241715,705.398988
0.501677,70.420385,34.943397,705.744914
0.511677,70.443422,35.645451,706.097858
0.521677,70.458991,36.347697,706.457824
0.531677,70.474455,37.050098,706.824813
0.541677,70.489952,37.752653,707.198827
0.551677,70.505278,38.455361,707.579867
0.561677,70.520637,39.158223,707.967935
0.571677,70.536205,39.861239,708.363032
0.581677,70.551788,40.564410,708.765160
0.591677,70.567351,41.267736,709.174321
0.601677,70.617284,41.971389,709.590516
0.603074,70.623486,42.069670,709.649186
0.604628,70.629456,42.179131,709.714733
0.606182,70.632910,42.288598,709.780450
0.609290,70.638152,42.507542,709.912225
0.612398,70.643365,42.726506,710.044681
0.615506,70.648183,42.945487,710.177817
0.625506,70.664046,43.650175,710.610795
0.635506,70.679725,44.355039,711.050821
0.645506,70.694958,45.060058,711.497896
0.655506,70.710055,45.765198,711.952023
0.656623,70.711842,45.843995,712.003202
0.657740,70.713573,45.922792,712.054470
0.658858,70.715136,46.001592,712.105826
0.666340,70.726741,46.529324,712.452011
0.673823,70.737799,47.057116,712.802145
0.681306,70.749173,47.584963,713.156229
0.691306,70.763813,48.290473,713.635606
0.701306,70.810517,48.996218,714.122039
0.711306,70.833478,49.702228,714.615532
0.720652,70.847404,50.362186,715.083157
0.729999,70.861052,51.022181,715.556950
0.739345,70.874593,51.682199,716.036913
0.748581,70.888188,52.334442,716.517272
0.757817,70.901875,52.986687,717.003656
0.767054,70.915221,53.638921,717.496065
0.777054,70.930171,54.345065,718.035984
0.787054,70.944623,55.051164,718.582966
0.797054,70.959502,55.757197,719.137008
0.807054,71.012554,56.463306,719.698110
0.817054,71.027823,57.169567,720.266274
0.827054,71.043012,57.875676,720.841501
0.837054,71.058274,58.581640,721.423787
0.847054,71.073851,59.287437,722.013133
0.857054,71.089670,59.993044,722.609535
0.867054,71.105386,60.698437,723.212993
0.877054,71.121898,61.403589,723.823503
0.887054,71.138292,62.108478,724.441064
0.897054,71.155144,62.813073,725.065672
0.907054,71.209411,63.517487,725.697325
0.917054,71.227556,64.221845,726.336021
0.927054,71.245857,64.925756,726.981760
0.937054,71.264349,65.629279,727.634535
0.947054,71.283461,66.332367,728.294344
0.957054,71.303338,67.034993,728.961181
0.967054,71.323503,67.737130,729.635042
0.977054,71.344296,68.438744,730.315922
0.987054,71.365877,69.139809,731.003815
0.997054,71.387993,69.840296,731.698716
1.007054,71.445904,70.540320,732.400620
1.017054,71.469685,71.239941,733.109521
1.027054,71.493569,71.938873,733.825416
1.037054,71.518081,72.637113,734.548297
1.047054,71.543381,73.334639,735.278156
1.057054,71.569128,74.031426,736.014987
1.067054,71.595499,74.727451,736.758782
1.077054,71.622641,75.422694,737.509533
1.087054,71.650263,76.117137,738.267233
