# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,69.359814,0.000000,697.000000
0.005843,69.371108,0.403311,697.002357
0.011687,69.381608,0.806683,697.007070
0.021687,69.399531,1.497083,697.018589
0.031687,69.417427,2.187660,697.037013
0.041687,69.435261,2.878415,697.062343
0.051687,69.453025,3.569347,697.094582
0.061687,69.470747,4.260455,697.133731
0.071687,69.488380,4.951740,697.179792
0.081687,69.506086,5.643200,697.232767
0.091687,69.523698,6.334836,697.292657
0.101687,69.586328,7.026871,697.359466
0.111687,69.612212,7.719347,697.433197
0.121687,69.629714,8.412038,697.513854
0.131687,69.647130,9.104903,697.601438
0.141687,69.664572,9.797942,697.695953
0.151687,69.681985,10.491154,697.797398
0.161687,69.699266,11.184538,697.905776
0.171687,69.716555,11.878095,698.021090
0.181687,69.733783,12.571823,698.143339
0.191687,69.750968,13.265722,698.272527
0.201687,69.809382,13.959997,698.408656
0.211687,69.834332,14.654688,698.551729
0.221687,69.851429,15.349587,698.701750
0.231687,69.868498,16.044656,698.858722
0.241687,69.885518,16.739895,699.022644
0.251687,69.902481,17.435303,699.193520
0.261687,69.919387,18.130879,699.371351
0.271687,69.936235,18.826624,699.556139
0.281687,69.953057,19.522536,699.747884
0.291687,69.969865,20.218615,699.946590
0.301687,70.026019,20.915057,700.152259
0.311687,70.050417,21.611900,700.364893
0.321687,70.067107,22.308947,700.584498
0.331687,70.083739,23.006160,700.811073
0.341687,70.100318,23.703538,701.044622
0.351687,70.116841,24.401081,701.285145
0.361687,70.133410,25.098788,701.532644
0.371687,70.149821,25.796660,701.787121
0.381687,70.166278,26.494695,702.048577
0.391687,70.182679,27.192894,702.317015
0.401687,70.236609,27.891442,702.592437
0.411687,70.260420,28.590377,702.874846
0.421687,70.276704,29.289512,703.164246
0.431687,70.292972,29.988808,703.460637
0.441687,70.309112,30.688266,703.764023
0.451687,70.325197,31.387884,704.074403
0.461687,70.341328,32.087662,704.391781
0.471687,70.357405,32.787601,704.716157
0.481687,70.373324,33.487699,705.047534
0.491687,70.389287,34.187955,705.385912
0.501687,70.441221,34.888549,705.731295
0.511687,70.464482,35.589517,706.083685
0.521687,70.480328,36.290680,706.443086
0.531687,70.496088,36.992000,706.809499
0.541687,70.511890,37.693477,707.182927
0.551687,70.527535,38.395111,707.563370
0.561687,70.543227,39.096900,707.950830
0.571687,70.558864,39.798845,708.345309
0.581687,70.574414,40.500945,708.746807
0.591687,70.589936,41.203200,709.155328
0.601687,70.639864,41.905781,709.570873
0.602998,70.645770,41.997922,709.625871
0.604951,70.651276,42.135192,709.708167
0.606904,70.655069,42.272470,709.790730
0.610810,70.661250,42.547038,709.956393
0.614716,70.667438,42.821632,710.123129
0.618623,70.673244,43.096252,710.290937
0.628623,70.688893,43.799392,710.725415
0.638623,70.704137,44.502687,711.166925
0.648623,70.719630,45.206129,711.615469
0.658623,70.735055,45.909711,712.071048
0.668623,70.750227,46.613425,712.533664
0.678623,70.765599,47.317260,713.003317
0.688623,70.781164,48.021212,713.480009
0.698623,70.796372,48.725270,713.963742
0.701810,70.835276,48.949776,714.119420
0.704998,70.845186,49.174353,714.275815
0.708186,70.850893,49.398948,714.432925
0.718186,70.866389,50.103580,714.930438
0.728186,70.881644,50.808290,715.434997
0.738186,70.897112,51.513065,715.946604
0.748186,70.912449,52.217898,716.465259
0.758186,70.927924,52.922776,716.990962
0.768186,70.943447,53.627687,717.523714
0.778186,70.958608,54.332617,718.063516
0.785750,70.970543,54.865870,718.476539
0.795750,70.985918,55.570777,719.028722
0.805750,71.039299,56.275900,719.587956
0.815750,71.055799,56.981061,720.154241
0.825750,71.071449,57.686186,720.727577
0.835750,71.087384,58.391239,721.307964
0.845750,71.103254,59.096197,721.895401
0.855750,71.119234,59.801045,722.489887
0.865750,71.135685,60.505762,723.091422
0.875750,71.152059,61.210327,723.700002
