# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,69.315389,0.000000,697.000000
0.005832,69.326684,0.404119,697.002357
0.011663,69.337190,0.808300,697.007070
0.021663,69.355165,1.501470,697.018619
0.031663,69.373128,2.194820,697.037101
0.041663,69.391025,2.888348,697.062517
0.051663,69.408860,3.582056,697.094869
0.061663,69.426660,4.275941,697.134159
0.071663,69.444353,4.970004,697.180388
0.081663,69.462069,5.664244,697.233560
0.091663,69.479667,6.358660,697.293674
0.101663,69.542211,7.053477,697.360735
0.111663,69.568274,7.748737,697.434746
0.121663,69.585827,8.444214,697.515711
0.131663,69.603278,9.139867,697.603631
0.141663,69.620728,9.835694,697.698509
0.151663,69.638173,10.531696,697.800346
0.161663,69.655496,11.227871,697.909144
0.171663,69.672825,11.924219,698.024904
0.181663,69.690092,12.620740,698.147629
0.191663,69.707296,13.317434,698.277320
0.201663,69.765616,14.014471,698.413979
0.211663,69.790729,14.711987,698.557611
0.221663,69.807860,15.409692,698.708219
0.231663,69.824966,16.107563,698.865805
0.241663,69.842014,16.805604,699.030371
0.251663,69.859010,17.503815,699.201918
0.261663,69.875953,18.202196,699.380448
0.271663,69.892838,18.900746,699.565963
0.281663,69.909700,19.599464,699.758463
0.291663,69.926538,20.298351,699.957952
0.301663,69.982612,20.997570,700.164432
0.311663,70.007165,21.697224,700.377906
0.321663,70.023893,22.397085,700.598377
0.331663,70.040564,23.097112,700.825848
0.341663,70.057180,23.797306,701.060320
0.351663,70.073743,24.497666,701.301795
0.361663,70.090352,25.198191,701.550274
0.371663,70.106805,25.898882,701.805760
0.381663,70.123304,26.599738,702.068253
0.391663,70.139748,27.300758,702.337755
0.401663,70.193609,28.002129,702.614270
0.411663,70.217576,28.703890,702.897800
0.421663,70.233908,29.405852,703.188349
0.431663,70.250218,30.107977,703.485918
0.441663,70.266407,30.810264,703.790509
0.451663,70.282539,31.512713,704.102124
0.461663,70.298719,32.215323,704.420764
0.471663,70.314845,32.918095,704.746431
0.481663,70.330815,33.621028,705.079127
0.491663,70.346833,34.324120,705.418853
0.501663,70.398714,35.027551,705.765611
0.511663,70.422131,35.731359,706.119405
0.521663,70.438035,36.435364,706.480239
0.531663,70.453850,37.139527,706.848113
0.541663,70.469714,37.843848,707.223030
0.551663,70.485418,38.548327,707.604991
0.561663,70.501169,39.252963,707.993998
0.571663,70.516868,39.957757,708.390051
0.581663,70.532478,40.662707,708.793154
0.591663,70.548068,41.367812,709.203306
0.601663,70.597964,42.073246,709.620511
0.603186,70.604597,42.180704,709.684659
0.605966,70.611727,42.376899,709.802446
0.608745,70.616490,42.573106,709.920778
0.614304,70.625049,42.965546,710.158534
0.619863,70.633907,43.358034,710.398471
0.625422,70.642271,43.750570,710.640589
0.635422,70.657821,44.456815,711.081626
0.645422,70.673377,45.163215,711.529726
0.655422,70.688587,45.869767,711.984891
0.665422,70.703852,46.576467,712.447122
0.675422,70.719230,47.283316,712.916421
0.685422,70.734108,47.990312,713.392789
0.695422,70.749473,48.697452,713.876228
0.705422,70.803731,49.404900,714.366739
0.715422,70.819591,50.112754,714.864327
0.725422,70.834519,50.820720,715.368994
0.735422,70.849718,51.528824,715.880742
0.745422,70.864634,52.237066,716.399571
0.755422,70.879376,52.945441,716.925484
0.765422,70.894066,53.653946,717.458481
0.775422,70.908982,54.362580,717.998563
0.785422,70.923785,55.071342,718.545733
0.795422,70.938528,55.780230,719.099990
0.805422,70.990837,56.489396,719.661338
0.815422,71.006373,57.198935,720.229780
0.825422,71.020765,57.908565,720.805317
0.835422,71.035385,58.618305,721.387951
0.845422,71.050014,59.328155,721.977684
0.855422,71.064331,60.038112,722.574515
0.865422,71.078939,60.748171,723.178446
0.875422,71.093352,61.458329,723.789479
0.885422,71.107792,62.168581,724.407613
0.895422,71.122142,62.878924,725.032851
0.905422,71.172737,63.589487,725.665192
0.915422,71.187998,64.300422,726.304642
0.925422,71.202259,65.011364,726.951201
0.935422,71.216511,65.722390,727.604869
0.945422,71.230917,66.433482,728.265649
0.955422,71.245492,67.144635,728.933539
0.965422,71.259962,67.855845,729.608542
0.975422,71.274234,68.567103,730.290656
0.985422,71.288879,69.278405,730.979884
0.995422,71.303434,69.989745,731.676224
1.005422,71.352969,70.701283,732.379680
1.015422,71.368201,71.412964,733.090251
1.025422,71.382981,72.124716,733.807939
1.035422,71.397675,72.836487,734.532745
1.045422,71.412632,73.548254,735.264669
1.055422,71.427417,74.260004,736.003710
1.065422,71.442590,74.971730,736.749869
1.075422,71.457718,75.683428,737.503144
1.085422,71.472786,76.395089,738.263537
1.095422,71.488536,77.106706,739.031046
1.105422,71.537827,77.818436,739.805672
1.115422,71.554335,78.530262,740.587415
1.125422,71.570369,79.242080,741.376277
1.135422,71.586349,79.953821,742.172256
1.145422,71.602402,80.665472,742.975353
1.155422,71.618679,81.377037,743.785566
1.165422,71.635066,82.088514,744.602893
1.175422,71.651776,82.799903,745.427336
1.185422,71.668012,83.511197,746.258891
1.195422,71.684933,84.222393,747.097559
1.205422,71.734005,84.933643,747.943339
1.215422,71.751655,85.644937,748.796232
1.225422,71.768667,86.356183,749.656238
1.235422,71.785453,87.067328,750.523355
1.245422,71.802120,87.778356,751.397583
1.255422,71.818981,88.489271,752.278922
1.265422,71.835733,89.200082,753.167368
1.275422,71.852343,89.910797,754.062923
1.285422,71.869013,90.621420,754.965584
1.295422,71.885557,91.331958,755.875351
1.305422,71.933015,92.042584,756.792224
1.315422,71.950065,92.753250,757.716203
1.325422,71.966242,93.463892,758.647289
1.335422,71.981743,94.174484,759.585481
1.345422,71.997267,94.885025,760.530778
1.355422,72.012456,95.595526,761.483181
1.365422,72.027511,96.306000,762.442689
1.375422,72.041846,97.016463,763.409301
1.385422,72.056444,97.726932,764.383018
1.395422,72.070247,98.437417,765.363840
1.405422,72.113824,99.148076,766.351767
1.415422,72.127920,99.858915,767.346802
1.425422,72.140555,100.569863,768.348946
1.435422,72.152946,101.280881,769.358199
1.445422,72.164929,101.991973,770.374563
1.455422,72.176479,102.703168,771.398039
1.465422,72.187688,103.414491,772.428627
1.475422,72.198150,104.125959,773.466329
1.485422,72.208605,104.837585,774.511147
1.495422,72.218354,105.549382,775.563082
1.505422,72.257150,106.261504,776.622136
1.515422,72.267136,106.973960,777.688313
1.525422,72.276236,107.686681,778.761616
1.535422,72.284769,108.399624,779.842047
1.545422,72.281543,109.112737,780.929609
1.555422,72.301214,109.826101,782.024303
1.565422,72.309227,110.539764,783.126132
1.575422,72.316942,111.253725,784.235099
1.585422,72.324391,111.967971,785.351207
1.595422,72.331892,112.682500,786.474459
1.605422,72.367231,113.397453,787.604859
1.615422,72.375510,114.112834,788.742410
1.625422,72.382926,114.828569,789.887117
1.635422,72.390173,115.544606,791.038982
1.645422,72.397442,116.260936,792.198010
1.655422,72.404921,116.977571,793.364202
1.665422,72.412230,117.694517,794.537562
1.675422,72.419736,118.411773,795.718093
1.685422,72.427398,119.129335,796.905799
1.695422,72.435230,119.847197,798.100681
1.705422,72.470069,120.565473,799.302744
1.715422,72.478809,121.284182,800.511992
1.725422,72.487173,122.003228,801.728428
1.735422,72.495398,122.722524,802.952057
1.745422,72.503751,123.442060,804.182880
1.755422,72.512322,124.161859,805.420900
1.765422,72.521111,124.881922,806.666118
1.775422,72.529568,125.602229,807.918538
1.785422,72.538669,126.322762,809.178163
1.795422,72.547464,127.043507,810.444994
1.805422,72.582608,127.764580,811.719035
1.815422,72.592571,128.485966,813.000287
1.825422,72.601797,129.207578,814.288754
1.835422,72.610886,129.929352,815.584439
1.845422,72.619824,130.651266,816.887342
1.855422,72.629196,131.373317,818.197465
1.865422,72.638235,132.095498,819.514809
1.875422,72.647380,132.817798,820.839375
1.885422,72.656515,133.540200,822.171165
1.895422,72.665734,134.262690,823.510179
1.905422,72.700009,134.985375,824.856420
1.915422,72.710271,135.708238,826.209888
1.925422,72.719245,136.431194,827.570585
1.935422,72.728399,137.154179,828.938511
1.945422,72.737386,137.877172,830.313668
1.955422,72.746887,138.600171,831.696055
1.965422,72.755879,139.323171,833.085672
1.975422,72.765139,140.046160,834.482518
1.985422,72.774635,140.769124,835.886595
1.995422,72.783739,141.492052,837.297901
2.005422,72.817885,142.215049,838.716436
2.015422,72.828460,142.938102,840.142202
2.025422,72.838245,143.661133,841.575198
2.035422,72.847910,144.384086,843.015424
2.045422,72.857830,145.106945,844.462879
2.055422,72.868024,145.829714,845.917563
2.065422,72.878152,146.552393,847.379473
2.075422,72.888203,147.274980,848.848610
2.085422,72.898593,147.997468,850.324973
2.095422,72.908915,148.719856,851.808559
2.105422,72.942825,149.442255,853.299370
2.115422,72.954035,150.164635,854.797405
2.125422,72.964440,150.886958,856.302663
2.135422,72.974716,151.609199,857.815143
2.145422,72.984901,152.331351,859.334846
2.155422,72.995074,153.053416,860.861770
2.165422,73.005148,153.775404,862.395914
2.175422,73.014755,154.497325,863.937278
2.185422,73.024436,155.219192,865.485861
2.195422,73.033645,155.941013,867.041662
2.205422,73.065265,156.662909,868.604681
2.215422,73.074946,157.384886,870.174920
2.225422,73.083386,158.106896,871.752379
2.235422,73.091349,158.828907,873.337058
2.245422,73.098947,159.550927,874.928957
2.255422,73.106294,160.272978,876.528077
2.265422,73.113054,160.995081,878.134417
2.275422,73.119537,161.717250,879.747979
2.285422,73.125822,162.439499,881.368762
2.295422,73.131496,163.161841,882.996769
2.305422,73.159136,163.884393,884.632000
2.315422,73.165495,164.607167,886.274457
2.325422,73.170264,165.330111,887.924144
2.335422,73.174906,166.053191,889.581060
2.345422,73.179511,166.776410,891.245208
2.355422,73.184058,167.499787,892.916589
2.365422,73.188181,168.223334,894.595204
2.375422,73.192110,168.947056,896.281056
2.385422,73.195963,169.670955,897.974146
2.395422,73.199937,170.395033,899.674476
2.405422,73.225380,171.119386,901.382048
2.415422,73.230334,171.844036,903.096864
