# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,71.186706,0.000000,697.000000
0.005759,71.195106,0.409261,697.002357
0.011517,71.203463,0.818570,697.007070
0.021517,71.217876,1.529432,697.018811
0.031517,71.232136,2.240436,697.037660
0.041517,71.246289,2.951583,697.063620
0.051517,71.260338,3.662870,697.096692
0.061517,71.274202,4.374296,697.136878
0.071517,71.287968,5.085861,697.184179
0.081517,71.301592,5.797562,697.238596
0.091517,71.315058,6.509398,697.300131
0.101517,71.328419,7.221368,697.368785
0.111517,71.341642,7.933471,697.444559
0.121517,71.354751,8.645705,697.527455
0.131517,71.367750,9.358070,697.617474
0.141517,71.380565,10.070564,697.714617
0.151517,71.393280,10.783185,697.818885
0.161517,71.405849,11.495932,697.930281
0.171517,71.418289,12.208804,698.048804
0.181517,71.430639,12.921800,698.174457
0.191517,71.442766,13.634918,698.307241
0.201517,71.454766,14.348156,698.447156
0.211517,71.466668,15.061513,698.594204
0.221517,71.478476,15.774989,698.748387
0.231517,71.490202,16.488583,698.909704
0.241517,71.501832,17.202293,699.078159
0.251517,71.513186,17.916117,699.253751
0.261517,71.524408,18.630055,699.436482
0.271517,71.535534,19.344103,699.626353
0.281517,71.546575,20.058263,699.823364
0.291517,71.557522,20.772532,700.027518
0.301517,71.568374,21.486910,700.238816
0.311517,71.578945,22.201395,700.457257
0.321517,71.589391,22.915985,700.682844
0.331517,71.599745,23.630679,700.915577
0.341517,71.610006,24.345476,701.155458
0.351517,71.620174,25.060375,701.402487
0.361517,71.630247,25.775374,701.656666
0.371517,71.640035,26.490473,701.917995
0.381517,71.649702,27.205669,702.186475
0.391517,71.659275,27.920961,702.462108
0.401517,71.668754,28.636348,702.744895
0.411517,71.678140,29.351829,703.034836
0.421517,71.687432,30.067403,703.331932
0.431517,71.696430,30.783069,703.636184
0.441517,71.705312,31.498824,703.947594
0.451517,71.714099,32.214667,704.266161
0.461517,71.722793,32.930598,704.591887
0.471517,71.731393,33.646614,704.924773
0.481517,71.739896,34.362716,705.264820
0.491517,71.748099,35.078902,705.612028
0.501517,71.756190,35.795169,705.966398
0.511517,71.764187,36.511516,706.327932
0.521517,71.772091,37.227942,706.696629
0.531517,71.779894,37.944447,707.072491
0.541517,71.787601,38.661030,707.455518
0.551517,71.795003,39.377687,707.845712
0.561517,71.802299,40.094418,708.243072
0.571517,71.809500,40.811222,708.647600
0.581517,71.816599,41.528096,709.059297
0.591517,71.823601,42.245042,709.478163
0.601517,71.830507,42.962056,709.904198
0.611517,71.837062,43.679138,710.337404
0.621517,71.843513,44.396284,710.777781
0.623790,71.844965,44.559314,710.878887
0.625034,71.853253,44.648491,710.934407
0.626277,71.854048,44.737669,710.990038
0.628764,71.855692,44.916028,711.101521
0.631251,71.857223,45.094390,711.213448
0.633738,71.858806,45.272757,711.325819
0.643738,71.865154,45.989998,711.782133
0.653738,71.871468,46.707301,712.245619
0.663738,71.877833,47.424663,712.716279
0.673738,71.884081,48.142079,713.194112
0.683738,71.890346,48.859546,713.679121
0.693738,71.896211,49.577060,714.171304
0.703738,71.902084,50.294614,714.670662
0.713738,71.907960,51.012204,715.177196
0.723738,71.913756,51.729827,715.690906
0.730065,71.917433,52.183851,716.019615
0.736391,71.921021,52.637885,716.351196
0.742718,71.924713,53.091927,716.685649
0.749044,71.928234,53.545977,717.022975
0.759044,71.934076,54.263676,717.562023
0.769044,71.939675,54.981386,718.108249
0.779044,71.945068,55.699097,718.661651
0.789044,71.950515,56.416803,719.222231
0.799044,71.955992,57.134498,719.789987
0.809044,71.961255,57.852175,720.364920
0.819044,71.966697,58.569823,720.947030
0.829044,71.972167,59.287438,721.536317
0.839044,71.977659,60.005010,722.132779
0.849044,71.982988,60.722530,722.736417
0.859044,71.988224,61.439986,723.347230
0.869044,71.993522,62.157367,723.965216
0.879044,71.998846,62.874662,724.590377
0.889044,72.004106,63.591859,725.222709
0.899044,72.009446,64.308946,725.862213
0.909044,72.014760,65.025909,726.508888
0.919044,72.020216,65.742734,727.162731
0.929044,72.025809,66.459410,727.823742
0.939044,72.031211,67.175919,728.491919
0.949044,72.036442,67.892244,729.167260
0.959044,72.041866,68.608368,729.849763
0.969044,72.047507,69.324276,730.539426
0.979044,72.052948,70.039949,731.236248
0.989044,72.058731,70.755371,731.940224
0.999044,72.064415,71.470522,732.651354
1.009044,72.070393,72.185384,733.369634
1.019044,72.076185,72.899939,734.095061
1.029044,72.081886,73.614163,734.827632
1.039044,72.087741,74.328038,735.567343
1.049044,72.093583,75.041541,736.314191
1.059044,72.099630,75.754655,737.068172
1.069044,72.105785,76.467359,737.829283
1.079044,72.111946,77.179633,738.597518
1.089044,72.118311,77.891458,739.372874
1.099044,72.124535,78.602813,740.155346
1.109044,72.130693,79.313678,740.944929
1.119044,72.136878,80.024032,741.741618
1.129044,72.143155,80.733856,742.545408
1.139044,72.149571,81.443134,743.356293
1.149044,72.155896,82.151849,744.174268
1.159044,72.162282,82.859984,744.999328
1.169044,72.168807,83.567525,745.831466
1.179044,72.175019,84.274458,746.670676
1.189044,72.181053,84.980768,747.516953
1.199044,72.187227,85.686445,748.370290
1.209044,72.193262,86.391478,749.230680
1.219044,72.199163,87.095860,750.098117
1.229044,72.204894,87.799584,750.972595
1.239044,72.210545,88.502647,751.854107
1.249044,72.216009,89.205046,752.742646
1.259044,72.221556,89.906782,753.638205
1.269044,72.226351,90.607857,754.540779
1.279044,72.230941,91.308272,755.450360
1.289044,72.235242,92.008035,756.366942
1.299044,72.239446,92.707154,757.290519
1.309044,72.243289,93.405642,758.221083
1.319044,72.246746,94.103513,759.158630
1.329044,72.249771,94.800784,760.103152
1.339044,72.252502,95.497472,761.054643
1.349044,72.254827,96.193600,762.013099
1.359044,72.256809,96.889192,762.978514
1.369044,72.258182,97.584275,763.950881
1.379044,72.258951,98.278875,764.930197
1.389044,72.258868,98.973020,765.916457
1.399044,72.258216,99.666741,766.909656
1.409044,72.257084,100.360072,767.909791
1.419044,72.255305,101.053050,768.916857
1.429044,72.252917,101.745711,769.930851
1.439044,72.249957,102.438095,770.951770
1.449044,72.246296,103.130242,771.979612
1.459044,72.241949,103.822192,773.014374
1.469044,72.237044,104.513987,774.056055
1.479044,72.231293,105.205669,775.104654
1.489044,72.224848,105.897279,776.160168
1.499044,72.217460,106.588858,777.222599
1.509044,72.209027,107.280446,778.291946
1.519044,72.200269,107.972084,779.368208
