# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,71.188536,0.000000,697.000000
0.005758,71.196981,0.409320,697.002357
0.011515,71.205388,0.818689,697.007070
0.021515,71.219897,1.529757,697.018813
0.031515,71.234260,2.240968,697.037666
0.041515,71.248516,2.952323,697.063633
0.051515,71.262662,3.663820,697.096714
0.061515,71.276611,4.375457,697.136910
0.071515,71.290440,5.087232,697.184223
0.081515,71.304097,5.799145,697.238655
0.091515,71.317622,6.511193,697.300207
0.101515,71.331096,7.223377,697.368880
0.111515,71.344390,7.935694,697.444675
0.121515,71.357553,8.648142,697.527594
0.131515,71.370594,9.360722,697.617639
0.141515,71.383443,10.073431,697.714809
0.151515,71.396237,10.786268,697.819108
0.161515,71.408884,11.499233,697.930535
0.171515,71.421378,12.212322,698.049093
0.181515,71.433769,12.925536,698.174782
0.191515,71.445929,13.638872,698.307604
0.201515,71.457990,14.352330,698.447561
0.211515,71.469953,15.065907,698.594652
0.221515,71.481817,15.779603,698.748879
0.231515,71.493582,16.493418,698.910244
0.241515,71.505247,17.207349,699.078748
0.251515,71.516652,17.921396,699.254392
0.261515,71.527925,18.635555,699.437176
0.271515,71.539100,19.349827,699.627103
0.281515,71.550179,20.064210,699.824173
0.291515,71.561161,20.778703,700.028388
0.301515,71.572057,21.493305,700.239748
0.311515,71.582671,22.208015,700.458254
0.321515,71.593158,22.922830,700.683908
0.331515,71.603549,23.637749,700.916711
0.341515,71.613845,24.352771,701.156664
0.351515,71.624051,25.067896,701.403767
0.361515,71.634161,25.783122,701.658022
0.371515,71.643984,26.498448,701.919430
0.381515,71.653685,27.213872,702.187992
0.391515,71.663292,27.929391,702.463708
0.401515,71.672804,28.645006,702.746580
0.411515,71.682221,29.360716,703.036608
0.421515,71.691544,30.076519,703.333794
0.431515,71.700574,30.792414,703.638139
0.441515,71.709486,31.508399,703.949643
0.451515,71.718302,32.224471,704.268307
0.461515,71.727022,32.940632,704.594133
0.471515,71.735648,33.656879,704.927120
0.481515,71.744180,34.373211,705.267271
0.491515,71.752411,35.089628,705.614585
0.501515,71.760525,35.806126,705.969063
0.511515,71.768545,36.522705,706.330708
0.521515,71.776470,37.239363,706.699518
0.531515,71.784300,37.956099,707.075495
0.541515,71.792031,38.672914,707.458640
0.551515,71.799453,39.389804,707.848954
0.561515,71.806767,40.106768,708.246437
0.571515,71.813986,40.823804,708.651089
0.581515,71.821109,41.540912,709.062913
0.591515,71.828131,42.258091,709.481908
0.601515,71.835054,42.975339,709.908075
0.611515,71.841623,43.692654,710.341415
0.621515,71.848088,44.410035,710.781928
0.623777,71.849536,44.572257,710.882531
0.624990,71.861358,44.659276,710.936729
0.626204,71.862198,44.746297,710.991033
0.628631,71.863789,44.920339,711.099852
0.631058,71.865373,45.094386,711.209093
0.633485,71.866923,45.268435,711.318757
0.643485,71.873195,45.985559,711.775027
0.653485,71.879347,46.702745,712.238468
0.663485,71.885435,47.419995,712.709082
0.673485,71.891458,48.137312,713.186868
0.683485,71.897251,48.854697,713.671828
