# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,69.315376,0.000000,697.000000
0.005832,69.326673,0.404125,697.002357
0.011663,69.337181,0.808310,697.007070
0.021663,69.355160,1.501498,697.018619
0.031663,69.373127,2.194865,697.037101
0.041663,69.391050,2.888411,697.062518
0.051663,69.408907,3.582137,697.094870
0.061663,69.426728,4.276040,697.134161
0.071663,69.444443,4.970121,697.180392
0.081663,69.462181,5.664380,697.233565
0.091663,69.479803,6.358815,697.293681
0.101663,69.542323,7.053651,697.360743
0.111663,69.568402,7.748929,697.434756
0.121663,69.585970,8.444426,697.515723
0.131663,69.603437,9.140097,697.603645
0.141663,69.620904,9.835944,697.698525
0.151663,69.638351,10.531965,697.800365
0.161663,69.655690,11.228159,697.909166
0.171663,69.673035,11.924528,698.024929
0.181663,69.690319,12.621069,698.147657
0.191663,69.707542,13.317782,698.277351
0.201663,69.765872,14.014839,698.414014
0.211663,69.791004,14.712375,698.557650
0.221663,69.808155,15.410102,698.708262
0.231663,69.825281,16.107993,698.865852
0.241663,69.842349,16.806055,699.030422
0.251663,69.859363,17.504287,699.201974
0.261663,69.876327,18.202689,699.380509
0.271663,69.893235,18.901261,699.566029
0.281663,69.910120,19.600001,699.758535
0.291663,69.926982,20.298910,699.958029
0.301663,69.983077,20.998151,700.164514
0.311663,70.007656,21.697828,700.377994
0.321663,70.024410,22.397711,700.598472
0.331663,70.041109,23.097761,700.825949
0.341663,70.057753,23.797979,701.060428
0.351663,70.074342,24.498362,701.301910
0.361663,70.090981,25.198911,701.550396
0.371663,70.107463,25.899626,701.805889
0.381663,70.123992,26.600506,702.068389
0.391663,70.140467,27.301551,702.337900
0.401663,70.194360,28.002948,702.614422
0.411663,70.218361,28.704734,702.897960
0.421663,70.234726,29.406721,703.188518
0.431663,70.251071,30.108873,703.486096
0.441663,70.267295,30.811186,703.790696
0.451663,70.283465,31.513662,704.102320
0.461663,70.299682,32.216300,704.420970
0.471663,70.315845,32.919100,704.746647
0.481663,70.331854,33.622060,705.079353
0.491663,70.347911,34.325180,705.419089
0.501663,70.399834,35.028641,705.765858
0.511663,70.423293,35.732478,706.119664
0.521663,70.439239,36.436512,706.480509
0.531663,70.455098,37.140705,706.848395
0.541663,70.471006,37.845057,707.223324
0.551663,70.486756,38.549567,707.605297
0.561663,70.502554,39.254235,707.994316
0.571663,70.518300,39.959060,708.390382
0.581663,70.533958,40.664042,708.793498
0.591663,70.549598,41.369181,709.203664
0.601663,70.599545,42.074648,709.620883
0.603185,70.606182,42.182024,709.684981
0.606767,70.614437,42.434911,709.837014
0.610350,70.620600,42.687820,709.989953
0.617516,70.631406,43.193677,710.297644
0.624681,70.642686,43.699613,710.608960
0.631847,70.653718,44.205629,710.923902
0.641847,70.669267,44.911948,711.369489
0.651847,70.684714,45.618421,711.822141
0.661847,70.699878,46.325046,712.281858
