# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,71.176900,0.000000,697.000000
0.005755,71.185330,0.409543,697.002357
0.011509,71.193725,0.819134,697.007070
0.021509,71.208228,1.530974,697.018821
0.031509,71.222598,2.242959,697.037691
0.041509,71.236849,2.955088,697.063681
0.051509,71.250986,3.667358,697.096793
0.061509,71.264924,4.379768,697.137029
0.071509,71.278738,5.092317,697.184389
0.081509,71.292379,5.805003,697.238876
0.091509,71.305828,6.517825,697.300490
0.101509,71.319267,7.230781,697.369233
0.111509,71.332525,7.943871,697.445106
0.121509,71.345649,8.657093,697.528111
0.131509,71.358648,9.370445,697.618249
0.141509,71.371447,10.083926,697.715521
0.151509,71.384193,10.797534,697.819928
0.161509,71.396793,11.511270,697.931472
0.171509,71.409236,12.225130,698.050154
0.181509,71.421574,12.939115,698.175975
0.191509,71.433680,13.653222,698.308937
0.201509,71.445686,14.367449,698.449040
0.211509,71.457592,15.081796,698.596286
0.221509,71.469396,15.796261,698.750677
0.231509,71.481099,16.510844,698.912212
0.241509,71.492703,17.225543,699.080894
0.251509,71.504045,17.940357,699.256723
0.261509,71.515251,18.655284,699.439701
0.271509,71.526359,19.370323,699.629829
0.281509,71.537368,20.085471,699.827108
0.291509,71.548280,20.800730,700.031539
0.301509,71.559103,21.516097,700.243123
0.311509,71.569643,22.231571,700.461862
0.321509,71.580053,22.947150,700.687755
0.331509,71.590366,23.662832,700.920805
0.341509,71.600583,24.378617,701.161012
0.351509,71.610707,25.094503,701.408378
0.361509,71.620733,25.810490,701.662903
0.371509,71.630471,26.526577,701.924588
0.381509,71.640085,27.242759,702.193435
0.391509,71.649602,27.959038,702.469444
0.401509,71.659023,28.675411,702.752616
0.411509,71.668347,29.391878,703.042952
0.421509,71.677575,30.108437,703.340454
0.431509,71.686508,30.825088,703.645121
0.441509,71.695321,31.541827,703.956956
0.451509,71.704036,32.258653,704.275958
0.461509,71.712654,32.975567,704.602129
0.471509,71.721175,33.692565,704.935470
0.481509,71.729600,34.409649,705.275981
0.491509,71.737719,35.126816,705.623663
0.501509,71.745724,35.844063,705.978517
0.511509,71.753631,36.561389,706.340545
0.521509,71.761441,37.278794,706.709745
0.531509,71.769154,37.996277,707.086121
0.541509,71.776762,38.713836,707.469671
0.551509,71.784063,39.431470,707.860398
0.561509,71.791254,40.149176,708.258301
0.571509,71.798347,40.866953,708.663382
0.581509,71.805341,41.584801,709.075641
0.591509,71.812230,42.302719,709.495078
0.601509,71.819020,43.020704,709.921695
0.611509,71.825455,43.738756,710.355493
0.621509,71.831784,44.456872,710.796471
0.623831,71.833239,44.623637,710.899899
0.625067,71.841194,44.712413,710.955171
0.626304,71.841939,44.801189,711.010553
0.628776,71.843562,44.978744,711.121536
0.631248,71.845066,45.156302,711.232959
0.633721,71.846480,45.333864,711.344820
0.643721,71.852725,46.052098,711.801750
0.653721,71.858588,46.770392,712.265862
0.663721,71.864597,47.488746,712.737158
0.673721,71.870503,48.207162,713.215637
0.683721,71.876101,48.925638,713.701301
0.693721,71.881387,49.644171,714.194150
0.703721,71.886519,50.362759,714.694185
0.713721,71.891657,51.081403,715.201405
0.723721,71.896635,51.800103,715.715813
0.733721,71.901413,52.518857,716.237408
0.743721,71.906168,53.237664,716.766190
0.753721,71.910819,53.956524,717.302161
0.763721,71.915560,54.675439,717.845321
0.773721,71.919537,55.394405,718.395670
0.783721,71.923549,56.113418,718.953209
0.793721,71.927429,56.832478,719.517939
0.803721,71.931178,57.551586,720.089859
0.813721,71.934963,58.270740,720.668970
0.823721,71.938417,58.989939,721.255274
0.833721,71.941953,59.709182,721.848769
0.843721,71.945303,60.428468,722.449458
0.853721,71.948410,61.147795,723.057339
0.863721,71.951159,61.867161,723.672414
0.873721,71.953993,62.586564,724.294682
0.883721,71.956552,63.306002,724.924145
0.893721,71.959288,64.025475,725.560802
0.903721,71.961648,64.744981,726.204655
0.913721,71.964020,65.464518,726.855702
0.923721,71.966141,66.184084,727.513945
0.933721,71.968259,66.903677,728.179384
0.943721,71.969892,67.623294,728.852019
0.953721,71.971428,68.342932,729.531850
0.963721,71.972952,69.062587,730.218877
0.973721,71.974472,69.782261,730.913102
0.983721,71.975646,70.501948,731.614523
0.993721,71.976836,71.221648,732.323141
1.003721,71.977988,71.941358,733.038956
1.013721,71.979023,72.661076,733.761968
1.023721,71.979538,73.380798,734.492177
1.033721,71.979987,74.100520,735.229584
1.043721,71.980426,74.820238,735.974188
1.053721,71.980688,75.539951,736.725989
1.063721,71.980934,76.259656,737.484987
1.073721,71.980962,76.979350,738.251182
1.083721,71.981063,77.699032,739.024574
1.093721,71.980960,78.418698,739.805162
1.103721,71.980473,79.138344,740.592947
1.113721,71.979961,79.857967,741.387929
1.123721,71.979151,80.577563,742.190107
1.133721,71.978440,81.297129,742.999480
1.143721,71.977522,82.016664,743.816049
1.153721,71.976453,82.736163,744.639813
1.163721,71.975325,83.455626,745.470772
1.173721,71.974120,84.175049,746.308926
1.183721,71.972572,84.894430,747.154273
1.193721,71.970901,85.613765,748.006814
1.203721,71.969016,86.333051,748.866548
1.213721,71.967058,87.052286,749.733475
1.223721,71.965047,87.771470,750.607594
1.233721,71.962818,88.490599,751.488904
1.243721,71.960451,89.209672,752.377406
1.253721,71.957911,89.928688,753.273097
1.263721,71.955337,90.647644,754.175979
1.273721,71.952162,91.366539,755.086050
1.283721,71.949035,92.085371,756.003310
1.293721,71.945621,92.804137,756.927757
1.303721,71.942157,93.522838,757.859392
1.313721,71.938663,94.241474,758.798214
1.323721,71.935095,94.960045,759.744222
1.333721,71.931017,95.678552,760.697415
1.343721,71.927086,96.396993,761.657792
1.353721,71.922948,97.115369,762.625354
1.363721,71.918692,97.833683,763.600100
1.373721,71.914269,98.551933,764.582028
1.383721,71.909221,99.270119,765.571138
1.393721,71.904260,99.988240,766.567430
1.403721,71.898799,100.706296,767.570903
1.413721,71.893465,101.424289,768.581556
1.423721,71.887678,102.142220,769.599388
1.433721,71.881966,102.860089,770.624400
1.443721,71.876047,103.577898,771.656590
1.453721,71.870117,104.295650,772.695957
1.463721,71.863869,105.013345,773.742503
1.473721,71.857442,105.730985,774.796224
1.483721,71.850947,106.448570,775.857122
1.493721,71.843933,107.166101,776.925195
1.503721,71.836568,107.883576,778.000444
1.513721,71.829191,108.600994,779.082867
1.523721,71.821442,109.318358,780.172464
1.533721,71.813683,110.035667,781.269234
1.543721,71.805707,110.752923,782.373177
1.553721,71.797623,111.470126,783.484292
1.563721,71.789366,112.187275,784.602579
1.573721,71.781023,112.904373,785.728037
1.583721,71.772485,113.621417,786.860666
1.593721,71.763757,114.338408,788.000466
1.603721,71.754728,115.055344,789.147434
1.613721,71.745424,115.772224,790.301572
1.623721,71.735849,116.489043,791.462879
1.633721,71.726133,117.205802,792.631353
1.643721,71.716345,117.922498,793.806994
1.653721,71.706332,118.639129,794.989803
1.663721,71.696185,119.355695,796.179777
1.673721,71.686059,120.072193,797.376916
1.683721,71.675733,120.788620,798.581220
1.693721,71.665328,121.504976,799.792688
1.703721,71.654604,122.221257,801.011320
1.713721,71.643993,122.937460,802.237113
1.723721,71.632818,123.653581,803.470069
1.733721,71.621327,124.369615,804.710185
1.743721,71.609742,125.085557,805.957461
1.753721,71.598219,125.801406,807.211895
1.763721,71.586437,126.517158,808.473488
1.773721,71.574578,127.232812,809.742238
1.783721,71.562733,127.948364,811.018144
1.793721,71.550565,128.663812,812.301205
1.803721,71.538484,129.379152,813.591420
1.813721,71.526113,130.094382,814.888788
1.823721,71.513702,130.809499,816.193307
1.833721,71.500851,131.524499,817.504978
1.843721,71.487720,132.239377,818.823797
1.853721,71.474487,132.954130,820.149765
1.863721,71.461136,133.668755,821.482879
1.873721,71.447525,134.383251,822.823139
1.883721,71.433879,135.097613,824.170544
1.893721,71.420116,135.811841,825.525091
1.903721,71.406239,136.525933,826.886780
1.913721,71.392165,137.239887,828.255609
1.923721,71.378014,137.953700,829.631577
1.933721,71.363688,138.667370,831.014683
1.943721,71.349018,139.380895,832.404924
1.953721,71.333876,140.094270,833.802300
1.963721,71.318656,140.807490,835.206809
1.973721,71.303499,141.520555,836.618450
1.983721,71.287783,142.233461,838.037220
1.993721,71.272169,142.946208,839.463118
2.003721,71.256327,143.658791,840.896143
2.013721,71.240410,144.371208,842.336294
2.023721,71.224356,145.083457,843.783567
2.033721,71.208089,145.795535,845.237962
2.043721,71.191835,146.507440,846.699477
2.053721,71.175289,147.219169,848.168110
2.063721,71.158184,147.930716,849.643860
2.073721,71.140975,148.642075,851.126724
2.083721,71.123540,149.353244,852.616701
2.093721,71.105987,150.064219,854.113788
2.103721,71.088551,150.774998,855.617984
2.113721,71.070762,151.485579,857.129288
2.123721,71.052837,152.195958,858.647695
2.133721,71.034738,152.906131,860.173206
2.143721,71.016644,153.616096,861.705817
2.153721,70.998303,154.325851,863.245527
2.163721,70.980100,155.035395,864.792334
2.173721,70.960992,155.744722,866.346234
2.183721,70.941799,156.453828,867.907227
2.193721,70.922414,157.162710,869.475310
2.203721,70.902928,157.871368,871.050481
2.213721,70.883134,158.579800,872.632737
2.223721,70.863157,159.288004,874.222076
2.233721,70.843216,159.995982,875.818496
2.243721,70.822831,160.703732,877.421995
2.253721,70.802415,161.411254,879.032570
2.263721,70.781786,162.118549,880.650219
2.273721,70.760941,162.825618,882.274940
2.283721,70.739976,163.532462,883.906731
2.293721,70.718694,164.239081,885.545589
2.303721,70.697258,164.945477,887.191512
2.313721,70.675671,165.651652,888.844498
2.323721,70.653543,166.357605,890.504544
2.333721,70.630826,167.063335,892.171649
2.343721,70.607864,167.768840,893.845810
2.353721,70.584728,168.474122,895.527025
2.363721,70.561302,169.179182,897.215292
2.373721,70.537731,169.884022,898.910608
2.383721,70.513897,170.588641,900.612971
2.393721,70.489824,171.293041,902.322380
2.403721,70.465517,171.997223,904.038831
2.413721,70.441093,172.701187,905.762324
2.423721,70.416317,173.404933,907.492854
2.433721,70.391495,174.108462,909.230422
2.443721,70.366537,174.811771,910.975023
2.453721,70.341368,175.514860,912.726656
2.463721,70.315965,176.217727,914.485319
2.473721,70.290467,176.920369,916.251010
2.483721,70.264154,177.622780,918.023726
2.493721,70.237729,178.324956,919.803465
2.503721,70.211233,179.026893,921.590224
2.513721,70.184499,179.728588,923.384002
2.523721,70.157574,180.430038,925.184795
2.533721,70.130666,181.131239,926.992602
2.543721,70.103523,181.832189,928.807419
2.553721,70.076231,182.532884,930.629245
2.563721,70.048611,183.233318,932.458076
2.573721,70.020850,183.933489,934.293910
2.583721,69.992945,184.633391,936.136745
2.593721,69.964862,185.333022,937.986577
2.603721,69.936370,186.032377,939.843404
2.613721,69.907145,186.731448,941.707224
2.623721,69.877647,187.430228,943.578032
2.633721,69.847543,188.128710,945.455827
2.643721,69.817087,188.826888,947.340606
2.653721,69.786446,189.524758,949.232364
2.663721,69.755485,190.222314,951.131100
2.673721,69.724370,190.919552,953.036809
2.683721,69.693092,191.616469,954.949490
