# Time (s), acceleration Magnitude (m/s²), Vz (m/s), Z (m)
0.000000,71.174821,0.000000,697.000000
0.005754,71.183248,0.409585,697.002357
0.011508,71.191639,0.819218,697.007070
0.021508,71.206136,1.531205,697.018823
0.031508,71.220500,2.243337,697.037695
0.041508,71.234767,2.955612,697.063690
0.051508,71.248907,3.668029,697.096808
0.061508,71.262846,4.380586,697.137051
0.071508,71.276661,5.093282,697.184421
0.081508,71.290302,5.806115,697.238918
0.091508,71.303742,6.519084,697.300544
0.101508,71.317162,7.232187,697.369300
0.111508,71.330412,7.945423,697.445188
0.121508,71.343529,8.658791,697.528209
0.131508,71.356520,9.372290,697.618365
0.141508,71.369311,10.085918,697.715656
0.151508,71.382044,10.799673,697.820084
0.161508,71.394635,11.513555,697.931650
0.171508,71.407069,12.227562,698.050355
0.181508,71.419397,12.941693,698.176202
0.191508,71.431493,13.655946,698.309190
0.201508,71.443490,14.370319,698.449321
0.211508,71.455386,15.084812,698.596597
0.221508,71.467181,15.799423,698.751018
0.231508,71.478874,16.514152,698.912586
0.241508,71.490468,17.228997,699.081301
0.251508,71.501800,17.943957,699.257166
0.261508,71.512997,18.659030,699.440181
0.271508,71.524095,19.374214,699.630347
0.281508,71.535094,20.089508,699.827666
0.291508,71.545998,20.804912,700.032138
0.301508,71.556811,21.520425,700.243764
0.311508,71.567342,22.236044,700.462546
0.321508,71.577743,22.951768,700.688485
0.331508,71.588047,23.667596,700.921582
0.341508,71.598255,24.383526,701.161838
0.351508,71.608370,25.099557,701.409253
0.361508,71.618388,25.815690,701.663829
0.371508,71.628118,26.531921,701.925567
0.381508,71.637724,27.248249,702.194468
0.391508,71.647233,27.964672,702.470533
0.401508,71.656647,28.681190,702.753762
0.411508,71.665964,29.397801,703.044157
0.421508,71.675185,30.114506,703.341718
0.431508,71.684112,30.831301,703.646447
0.441508,71.692918,31.548185,703.958345
0.451508,71.701627,32.265156,704.277411
0.461508,71.710239,32.982214,704.603648
0.471508,71.718756,33.699357,704.937056
0.481508,71.727176,34.416585,705.277636
0.491508,71.735291,35.133896,705.625388
0.501508,71.743292,35.851288,705.980314
0.511508,71.751196,36.568759,706.342414
0.521508,71.759004,37.286308,706.711689
0.531508,71.766715,38.003935,707.088140
0.541508,71.774322,38.721639,707.471768
0.551508,71.781622,39.439417,707.862574
0.561508,71.788813,40.157268,708.260557
0.571508,71.795908,40.875190,708.665719
0.581508,71.802902,41.593182,709.078061
0.591508,71.809793,42.311244,709.497583
0.601508,71.816586,43.029375,709.924286
