Format:,1.0,,Num Col:,36,,Alt units:,feet,,Vel units:,feet/sec,,Acc units:,G's,,Dist units:,feet,,,,,,,,,,,,,,,,,,,
Launch Date:,,"Mon Apr 20 2026",,,,,,,Device Type:,,Receiver,,,,,,,Booster Burnout:,,4.63,sec,,Apogee:,,27.2,sec,,,,,,,,,
Flyer's name:,,"",,,,,,,Serial Number:,,Mx220D0633,,,,,,,Stage-2 Ignition:,,NA,sec,,Apogee Deploy:,,27.2,sec,,,,,,,,,
Rocket name:,,"A",,,,,,,Firmware:,,7.10.0.24,,,,,,,Stage-2 Burnout:,,NA,sec,,Main Deploy:,,123.4,sec,,,,,,,,,
Motor:,,"",,,,,,,Gyro Data Available:,,No,,,,,,,Stage-3 Ignition:,,NA,sec,,Touch Down:,,200.0,sec,,,,,,,,,
Launch site:,,"",,,,,,,,,,,,,,,,Stage-3 Burnout:,,NA,sec,,User Defined:,,NA,sec,,,,,,,,,
Comment:,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight,Acc,Acc,Acc,Baro,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,Pyro,Pyro,Pyro,Gyro,Roll,Pitch,Yaw,Roll,Roll,Quat,Quat,Quat,Quat,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,External,External,Real Time,tilt,rate,rate,rate,angle,angle_UW,W,X,Y,Z,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,Input-1,Input-2,Status Bits,degress,deg/sec,deg/sec,deg/sec,degrees,degress,unitless,unitless,unitless,unitless,feet,dBm
84.00,-0.988281,0.00,12419.00,NA,6092.00,6538.00,122.19,0.112,-107.00,59.00,278,151.13,40.81976333,-73.97098333,14,6,23,30,7.60,59545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7606,-41
84.20,-0.988281,0.00,12419.00,NA,6070.00,6516.00,122.19,0.112,-107.00,59.00,278,151.13,40.81976833,-73.97102667,14,6,23,30,7.80,59565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7593,-41
84.40,-1.003906,0.00,12419.00,NA,6049.00,6495.00,122.19,0.112,-107.00,59.00,278,151.13,40.81977167,-73.97106833,14,6,23,30,8.00,59585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7581,-41
84.60,-0.972656,0.00,12419.00,NA,6028.00,6474.00,122.19,0.112,-107.00,59.00,278,151.13,40.81977667,-73.97111167,15,6,23,30,8.20,59605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7569,-41
85.00,-1.019531,0.00,12419.00,NA,5985.00,6431.00,122.19,0.112,-107.00,59.00,278,151.13,40.81978500,-73.97119500,15,6,23,30,8.60,59645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7544,-41
85.20,-1.003906,0.00,12419.00,NA,5963.00,6409.00,122.19,0.112,-107.00,59.00,278,151.13,40.81979000,-73.97123833,15,6,23,30,8.80,59665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7531,-41
85.40,-1.003906,0.00,12419.00,NA,5942.00,6388.00,122.19,0.112,-107.00,59.00,278,151.13,40.81979500,-73.97128000,15,6,23,30,9.00,59685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7519,-41
85.60,-0.972656,0.00,12419.00,NA,5921.00,6367.00,122.19,0.112,-107.00,59.00,278,151.13,40.81979833,-73.97132333,15,6,23,30,9.20,59705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7507,-41
86.00,-1.003906,0.00,12419.00,NA,5878.00,6324.00,122.19,0.112,-107.00,59.00,278,151.13,40.81980833,-73.97140667,16,6,23,30,9.60,59745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7483,-41
86.20,-1.003906,0.00,12419.00,NA,5857.00,6303.00,122.19,0.112,-107.00,59.00,278,151.13,40.81981333,-73.97145000,17,6,23,30,9.80,59765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7472,-41
86.40,-0.988281,0.00,12419.00,NA,5835.00,6281.00,122.19,0.112,-107.00,59.00,278,151.13,40.81981667,-73.97149167,16,6,23,30,10.00,59785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7459,-41
86.60,-1.003906,0.00,12419.00,NA,5814.00,6260.00,122.19,0.112,-107.00,59.00,278,151.13,40.81982167,-73.97153500,15,6,23,30,10.20,59805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7448,-41
87.00,-1.003906,0.00,12419.00,NA,5772.00,6218.00,122.19,0.112,-107.00,59.00,278,151.13,40.81983000,-73.97161833,15,6,23,30,10.60,59845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7424,-41
87.20,-0.988281,0.00,12419.00,NA,5750.00,6196.00,122.19,0.112,-107.00,59.00,278,151.13,40.81983500,-73.97166167,15,6,23,30,10.80,59865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7412,-41
87.40,-0.972656,0.00,12419.00,NA,5729.00,6175.00,122.19,0.112,-107.00,59.00,278,151.13,40.81984000,-73.97170333,15,6,23,30,11.00,59885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7401,-41
87.60,-1.003906,0.00,12419.00,NA,5708.00,6154.00,122.19,0.112,-107.00,59.00,278,151.13,40.81984333,-73.97174667,15,6,23,30,11.20,59905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7390,-41
88.00,-0.988281,0.00,12419.00,NA,5665.00,6111.00,121.31,0.111,-106.00,59.00,278,150.90,40.81985333,-73.97183000,15,6,23,30,11.60,59945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7370,-41
88.20,-1.003906,0.00,12419.00,NA,5644.00,6090.00,121.31,0.111,-106.00,59.00,278,150.90,40.81985833,-73.97187333,15,6,23,30,11.80,59965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7359,-41
88.40,-0.988281,0.00,12419.00,NA,5623.00,6069.00,121.31,0.111,-106.00,59.00,278,150.90,40.81986167,-73.97191500,15,6,23,30,12.00,59985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7350,-41
88.60,-1.003906,0.00,12419.00,NA,5602.00,6048.00,121.31,0.111,-106.00,59.00,278,150.90,40.81986667,-73.97195833,15,6,23,30,12.20,60005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7340,-41
89.00,-0.988281,0.00,12419.00,NA,5559.00,6005.00,121.31,0.111,-106.00,59.00,278,150.90,40.81987500,-73.97204333,14,6,23,30,12.60,60045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7317,-41
89.20,-1.003906,0.00,12419.00,NA,5538.00,5984.00,121.31,0.111,-106.00,59.00,278,150.90,40.81988000,-73.97208500,15,6,23,30,12.80,60065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7307,-41
89.40,-1.003906,0.00,12419.00,NA,5517.00,5963.00,121.31,0.111,-106.00,59.00,278,150.90,40.81988500,-73.97212667,14,6,23,30,13.00,60085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7295,-41
89.60,-0.988281,0.00,12419.00,NA,5496.00,5942.00,121.31,0.111,-106.00,59.00,278,150.90,40.81988833,-73.97217000,14,6,23,30,13.20,60105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7284,-41
90.00,-0.988281,0.00,12419.00,NA,5453.00,5899.00,121.31,0.111,-106.00,59.00,278,150.90,40.81989833,-73.97225500,13,6,23,30,13.60,60145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7263,-41
90.20,-1.019531,0.00,12419.00,NA,5432.00,5878.00,121.31,0.111,-106.00,59.00,278,150.90,40.81990333,-73.97229667,13,6,23,30,13.80,60165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7252,-53
90.40,-1.019531,0.00,12419.00,NA,5411.00,5857.00,121.31,0.111,-106.00,59.00,278,150.90,40.81990667,-73.97233833,13,6,23,30,14.00,60185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7244,-41
90.60,-0.988281,0.00,12419.00,NA,5390.00,5836.00,121.31,0.111,-106.00,59.00,278,150.90,40.81991167,-73.97238167,13,6,23,30,14.20,60205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7234,-41
91.00,-0.988281,0.00,12419.00,NA,5347.00,5793.00,121.31,0.111,-106.00,59.00,278,150.90,40.81992000,-73.97246667,15,6,23,30,14.60,60245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7212,-41
91.20,-0.988281,0.00,12419.00,NA,5326.00,5772.00,121.31,0.111,-106.00,59.00,278,150.90,40.81992500,-73.97250833,15,6,23,30,14.80,60265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7202,-41
91.40,-1.019531,0.00,12419.00,NA,5305.00,5751.00,121.31,0.111,-106.00,59.00,278,150.90,40.81993000,-73.97255000,15,6,23,30,15.00,60285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7194,-41
91.60,-1.019531,0.00,12419.00,NA,5284.00,5730.00,121.31,0.111,-106.00,59.00,278,150.90,40.81993333,-73.97259333,15,6,23,30,15.20,60305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7184,-41
92.00,-1.019531,0.00,12419.00,NA,5242.00,5688.00,121.31,0.111,-106.00,59.00,278,150.90,40.81994333,-73.97267833,15,6,23,30,15.60,60345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7165,-41
92.20,-0.988281,0.00,12419.00,NA,5220.00,5666.00,121.31,0.111,-106.00,59.00,278,150.90,40.81994667,-73.97272000,15,6,23,30,15.80,60365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7154,-41
92.40,-1.019531,0.00,12419.00,NA,5199.00,5645.00,121.31,0.111,-106.00,59.00,278,150.90,40.81995167,-73.97276167,15,6,23,30,16.00,60385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7146,-41
92.60,-0.988281,0.00,12419.00,NA,5178.00,5624.00,121.31,0.111,-106.00,59.00,278,150.90,40.81995667,-73.97280500,15,6,23,30,16.20,60405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7136,-41
93.00,-1.003906,0.00,12419.00,NA,5136.00,5582.00,121.31,0.111,-106.00,59.00,278,150.90,40.81996500,-73.97289000,16,6,23,30,16.60,60445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7117,-41
93.20,-0.988281,0.00,12419.00,NA,5115.00,5561.00,121.31,0.111,-106.00,59.00,278,150.90,40.81997000,-73.97293167,16,6,23,30,16.80,60465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7108,-41
93.40,-0.988281,0.00,12419.00,NA,5094.00,5540.00,121.31,0.111,-106.00,59.00,278,150.90,40.81997500,-73.97297333,16,6,23,30,17.00,60485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7098,-41
93.60,-1.003906,0.00,12419.00,NA,5073.00,5519.00,121.31,0.111,-106.00,59.00,278,150.90,40.81997833,-73.97301667,16,6,23,30,17.20,60505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7089,-41
94.00,-1.003906,0.00,12419.00,NA,5031.00,5477.00,120.44,0.110,-105.00,59.00,278,150.67,40.81998833,-73.97310167,16,6,23,30,17.60,60545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7071,-41
94.20,-1.003906,0.00,12419.00,NA,5010.00,5456.00,120.44,0.110,-105.00,59.00,278,150.67,40.81999167,-73.97314333,16,6,23,30,17.80,60565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7061,-41
94.45,-1.003906,0.00,12419.00,NA,4983.00,5429.00,120.44,0.110,-105.00,59.00,278,150.67,40.81999833,-73.97319667,16,6,23,30,18.00,60590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7050,-41
94.60,-1.003906,0.00,12419.00,NA,4968.00,5414.00,120.44,0.110,-105.00,59.00,278,150.67,40.82000167,-73.97322833,16,6,23,30,18.20,60605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7044,-41
95.00,-1.003906,0.00,12419.00,NA,4926.00,5372.00,120.44,0.110,-105.00,59.00,278,150.67,40.82001000,-73.97331333,16,6,23,30,18.60,60645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7026,-41
95.20,-0.988281,0.00,12419.00,NA,4905.00,5351.00,120.44,0.110,-105.00,59.00,278,150.67,40.82001500,-73.97335500,16,6,23,30,18.80,60665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7018,-41
95.40,-1.003906,0.00,12419.00,NA,4884.00,5330.00,120.44,0.110,-105.00,59.00,278,150.67,40.82002000,-73.97339833,15,6,23,30,19.00,60685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7009,-41
95.60,-0.988281,0.00,12419.00,NA,4863.00,5309.00,120.44,0.110,-105.00,59.00,278,150.67,40.82002333,-73.97344000,15,6,23,30,19.20,60705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,-41
96.00,-1.003906,0.00,12419.00,NA,4821.00,5267.00,120.44,0.110,-105.00,59.00,278,150.67,40.82003333,-73.97352500,16,6,23,30,19.60,60745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6984,-41
96.20,-1.003906,0.00,12419.00,NA,4800.00,5246.00,120.44,0.110,-105.00,59.00,278,150.67,40.82003667,-73.97356667,16,6,23,30,19.80,60765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6975,-41
96.40,-0.972656,0.00,12419.00,NA,4779.00,5225.00,120.44,0.110,-105.00,59.00,278,150.67,40.82004167,-73.97361000,16,6,23,30,20.00,60785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6967,-41
96.60,-1.003906,0.00,12419.00,NA,4758.00,5204.00,120.44,0.110,-105.00,59.00,278,150.67,40.82004667,-73.97365167,16,6,23,30,20.20,60805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6959,-41
97.00,-0.988281,0.00,12419.00,NA,4716.00,5162.00,120.44,0.110,-105.00,59.00,278,150.67,40.82005500,-73.97373667,14,6,23,30,20.60,60845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6943,-41
97.20,-0.988281,0.00,12419.00,NA,4695.00,5141.00,120.44,0.110,-105.00,59.00,278,150.67,40.82006000,-73.97377833,14,6,23,30,20.80,60865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6935,-41
97.40,-0.988281,0.00,12419.00,NA,4674.00,5120.00,120.44,0.110,-105.00,59.00,278,150.67,40.82006500,-73.97382167,14,6,23,30,21.00,60885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6927,-41
97.60,-1.003906,0.00,12419.00,NA,4653.00,5099.00,120.44,0.110,-105.00,59.00,278,150.67,40.82006833,-73.97386333,14,6,23,30,21.20,60905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6919,-41
98.00,-1.003906,0.00,12419.00,NA,4611.00,5057.00,120.44,0.110,-105.00,59.00,278,150.67,40.82007833,-73.97394833,14,6,23,30,21.60,60945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6904,-41
98.20,-1.003906,0.00,12419.00,NA,4590.00,5036.00,120.44,0.110,-105.00,59.00,278,150.67,40.82008167,-73.97399000,14,6,23,30,21.80,60965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6896,-41
98.40,-0.988281,0.00,12419.00,NA,4569.00,5015.00,120.44,0.110,-105.00,59.00,278,150.67,40.82008667,-73.97403333,14,6,23,30,22.00,60985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6889,-41
98.65,-0.988281,0.00,12419.00,NA,4543.00,4989.00,120.44,0.110,-105.00,59.00,278,150.67,40.82009167,-73.97408500,14,6,23,30,22.20,61010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6879,-41
99.00,-0.988281,0.00,12419.00,NA,4506.00,4952.00,120.44,0.110,-105.00,59.00,278,150.67,40.82010000,-73.97416000,15,6,23,30,22.60,61045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6866,-41
99.20,-0.988281,0.00,12419.00,NA,4485.00,4931.00,120.44,0.110,-105.00,59.00,278,150.67,40.82010500,-73.97420167,16,6,23,30,22.80,61065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6859,-40
99.40,-0.972656,0.00,12419.00,NA,4464.00,4910.00,120.44,0.110,-105.00,59.00,278,150.67,40.82011000,-73.97424500,16,6,23,30,23.00,61085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6852,-41
99.60,-0.988281,0.00,12419.00,NA,4444.00,4890.00,120.44,0.110,-105.00,59.00,278,150.67,40.82011333,-73.97428667,15,6,23,30,23.20,61105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6846,-41
100.00,-1.003906,0.00,12419.00,NA,4402.00,4848.00,120.44,0.110,-105.00,59.00,278,150.67,40.82012333,-73.97437167,15,6,23,30,23.60,61145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6832,-41
100.20,-1.003906,0.00,12419.00,NA,4381.00,4827.00,120.44,0.110,-105.00,59.00,278,150.67,40.82012667,-73.97441333,15,6,23,30,23.80,61165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6825,-41
100.40,-0.988281,0.00,12419.00,NA,4360.00,4806.00,119.57,0.109,-104.00,59.00,278,150.43,40.82013167,-73.97445667,15,6,23,30,24.00,61185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6818,-41
100.60,-1.019531,0.00,12419.00,NA,4339.00,4785.00,119.57,0.109,-104.00,59.00,278,150.43,40.82013667,-73.97449833,15,6,23,30,24.20,61205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6812,-41
101.00,-1.019531,0.00,12419.00,NA,4298.00,4744.00,119.57,0.109,-104.00,59.00,278,150.43,40.82014500,-73.97458333,15,6,23,30,24.60,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6801,-41
101.20,-1.003906,0.00,12419.00,NA,4277.00,4723.00,119.57,0.109,-104.00,59.00,278,150.43,40.82015000,-73.97462500,15,6,23,30,24.80,61265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6794,-41
101.40,-1.003906,0.00,12419.00,NA,4256.00,4702.00,119.57,0.109,-104.00,59.00,278,150.43,40.82015500,-73.97466833,15,6,23,30,25.00,61285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6789,-41
101.60,-0.988281,0.00,12419.00,NA,4235.00,4681.00,119.57,0.109,-104.00,59.00,278,150.43,40.82015833,-73.97471000,15,6,23,30,25.20,61305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6782,-41
102.00,-0.988281,0.00,12419.00,NA,4194.00,4640.00,119.57,0.109,-104.00,59.00,278,150.43,40.82016833,-73.97479500,15,6,23,30,25.60,61345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6771,-41
102.20,-1.003906,0.00,12419.00,NA,4173.00,4619.00,119.57,0.109,-104.00,59.00,278,150.43,40.82017167,-73.97483667,15,6,23,30,25.80,61365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6764,-41
102.40,-1.003906,0.00,12419.00,NA,4152.00,4598.00,119.57,0.109,-104.00,59.00,278,150.43,40.82017667,-73.97488000,15,6,23,30,26.00,61385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6759,-41
102.60,-1.003906,0.00,12419.00,NA,4131.00,4577.00,119.57,0.109,-104.00,59.00,278,150.43,40.82018167,-73.97492167,15,6,23,30,26.20,61405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6753,-41
103.00,-1.003906,0.00,12419.00,NA,4090.00,4536.00,119.57,0.109,-104.00,59.00,278,150.43,40.82019000,-73.97500667,15,6,23,30,26.60,61445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6742,-41
103.20,-0.988281,0.00,12419.00,NA,4069.00,4515.00,119.57,0.109,-104.00,59.00,278,150.43,40.82019500,-73.97504833,15,6,23,30,26.80,61465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6737,-41
103.40,-1.003906,0.00,12419.00,NA,4048.00,4494.00,119.57,0.109,-104.00,59.00,278,150.43,40.82020000,-73.97509167,15,6,23,30,27.00,61485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6731,-41
103.60,-1.003906,0.00,12419.00,NA,4027.00,4473.00,119.57,0.109,-104.00,59.00,278,150.43,40.82020333,-73.97513333,15,6,23,30,27.20,61505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6725,-41
104.00,-1.003906,0.00,12419.00,NA,3986.00,4432.00,119.57,0.109,-104.00,59.00,278,150.43,40.82021333,-73.97521833,15,6,23,30,27.60,61545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6716,-41
104.20,-0.988281,0.00,12419.00,NA,3965.00,4411.00,119.57,0.109,-104.00,59.00,278,150.43,40.82021667,-73.97526000,15,6,23,30,27.80,61565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6710,-41
104.40,-1.003906,0.00,12419.00,NA,3944.00,4390.00,119.57,0.109,-104.00,59.00,278,150.43,40.82022167,-73.97530333,15,6,23,30,28.00,61585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6705,-41
104.60,-0.988281,0.00,12419.00,NA,3924.00,4370.00,119.57,0.109,-104.00,59.00,278,150.43,40.82022667,-73.97534500,15,6,23,30,28.20,61605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6701,-41
105.00,-1.003906,0.00,12419.00,NA,3882.00,4328.00,119.57,0.109,-104.00,59.00,278,150.43,40.82023500,-73.97543000,15,6,23,30,28.60,61645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6691,-41
105.20,-0.988281,0.00,12419.00,NA,3861.00,4307.00,119.57,0.109,-104.00,59.00,278,150.43,40.82024000,-73.97547333,15,6,23,30,28.80,61665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6687,-41
105.40,-0.988281,0.00,12419.00,NA,3841.00,4287.00,119.57,0.109,-104.00,59.00,278,150.43,40.82024500,-73.97551500,15,6,23,30,29.00,61685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6682,-41
105.60,-1.003906,0.00,12419.00,NA,3820.00,4266.00,119.57,0.109,-104.00,59.00,278,150.43,40.82024833,-73.97555667,15,6,23,30,29.20,61705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6678,-41
106.00,-0.972656,0.00,12419.00,NA,3778.00,4224.00,119.57,0.109,-104.00,59.00,278,150.43,40.82025833,-73.97564167,15,6,23,30,29.60,61745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6669,-41
106.20,-0.988281,0.00,12419.00,NA,3758.00,4204.00,119.57,0.109,-104.00,59.00,278,150.43,40.82026167,-73.97568500,15,6,23,30,29.80,61765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6665,-41
106.40,-1.003906,0.00,12419.00,NA,3737.00,4183.00,119.57,0.109,-104.00,59.00,278,150.43,40.82026667,-73.97572667,15,6,23,30,30.00,61785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6661,-41
106.60,-1.003906,0.00,12419.00,NA,3716.00,4162.00,119.57,0.109,-104.00,59.00,278,150.43,40.82027167,-73.97576833,15,6,23,30,30.20,61805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6657,-41
107.00,-1.003906,0.00,12419.00,NA,3675.00,4121.00,118.70,0.108,-103.00,59.00,278,150.20,40.82028000,-73.97585333,15,6,23,30,30.60,61845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6649,-41
107.20,-1.003906,0.00,12419.00,NA,3655.00,4101.00,118.70,0.108,-103.00,59.00,278,150.20,40.82028500,-73.97589667,15,6,23,30,30.80,61865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6646,-41
107.40,-1.019531,0.00,12419.00,NA,3634.00,4080.00,118.70,0.108,-103.00,59.00,278,150.20,40.82029000,-73.97593833,15,6,23,30,31.00,61885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6642,-41
107.60,-1.019531,0.00,12419.00,NA,3613.00,4059.00,118.70,0.108,-103.00,59.00,278,150.20,40.82029333,-73.97598000,15,6,23,30,31.20,61905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6638,-41
108.00,-1.003906,0.00,12419.00,NA,3572.00,4018.00,118.70,0.108,-103.00,59.00,278,150.20,40.82030333,-73.97606500,15,6,23,30,31.60,61945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632,-40
108.20,-1.003906,0.00,12419.00,NA,3552.00,3998.00,118.70,0.108,-103.00,59.00,278,150.20,40.82030667,-73.97610833,15,6,23,30,31.80,61965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6629,-41
108.40,-1.019531,0.00,12419.00,NA,3531.00,3977.00,118.70,0.108,-103.00,59.00,278,150.20,40.82031167,-73.97615000,15,6,23,30,32.00,61985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6625,-41
108.60,-0.988281,0.00,12419.00,NA,3510.00,3956.00,118.70,0.108,-103.00,59.00,278,150.20,40.82031667,-73.97619167,15,6,23,30,32.20,62005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6622,-41
109.00,-1.003906,0.00,12419.00,NA,3469.00,3915.00,118.70,0.108,-103.00,59.00,278,150.20,40.82032500,-73.97627667,15,6,23,30,32.60,62045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6616,-41
