Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.39851,0.0,697.0,697.1926349951697
0.005853,69.409846,0.402644,697.002357,697.5692909325995
0.011706,69.42039,0.805349,697.00707,694.4142788906149
0.021706,69.438371,1.493465,697.018564,697.9099470540109
0.031706,69.456336,2.181759,697.036941,696.1610341898232
0.041706,69.474255,2.870231,697.062201,694.7795285469176
0.051706,69.492106,3.558881,697.094346,697.1900419910111
0.061706,69.509916,4.247707,697.133379,694.1912607753883
0.071706,69.527623,4.936709,697.179301,695.9272401442915
0.081706,69.545352,5.625887,697.232114,695.6606621542604
0.091706,69.562967,6.31524,697.29182,694.733286174308
0.101706,69.625723,7.004991,697.358421,696.1886183504806
0.111706,69.651547,7.695181,697.431922,698.7993222549279
0.121706,69.669098,8.385586,697.512326,699.4233137481161
0.131706,69.686552,9.076165,697.599634,696.2574104813672
0.141706,69.704009,9.766916,697.69385,698.9485852432636
0.151706,69.721443,10.457841,697.794974,696.7862463503541
0.161706,69.738761,11.148937,697.903007,697.7503721713651
0.171706,69.756089,11.840206,698.017953,698.9977825993158
0.181706,69.773355,12.531645,698.139812,698.8053964041566
0.191706,69.790559,13.223256,698.268587,700.7128407016771
0.201706,69.849102,13.915208,698.404279,697.7555421856971
0.211706,69.873983,14.607635,698.546893,697.758499233593
0.221706,69.891117,15.300249,698.696432,697.2387584365929
0.231706,69.908222,15.993026,698.852898,699.3586604790684
0.241706,69.925267,16.685973,699.016293,700.0688976340745
0.251706,69.942258,17.379088,699.186618,699.9320084172349
0.261706,69.959198,18.072371,699.363876,700.5396155535205
0.271706,69.976081,18.765822,699.548067,701.3676774793821
0.281706,69.992936,19.45944,699.739193,699.3530313172175
0.291706,70.009776,20.153225,699.937256,701.3853148576236
0.301706,70.066059,20.84734,700.142258,699.361792352059
0.311706,70.090396,21.541887,700.354205,702.5348084481845
0.321706,70.107122,22.236638,700.573097,700.6193288006926
0.331706,70.123791,22.931554,700.798938,700.0675245007802
0.341706,70.140405,23.626634,701.031729,701.6293955592757
0.351706,70.156965,24.32188,701.271472,702.384105294878
0.361706,70.173572,25.017289,701.518168,700.6099874397993
0.371706,70.190022,25.712863,701.771818,703.3990741111381
0.381706,70.20652,26.408599,702.032426,700.1304087974036
0.391706,70.222962,27.104499,702.299991,701.9109532675207
0.401706,70.277027,27.800749,702.574517,702.3178966443709
0.411706,70.300788,28.497384,702.856008,702.0266512571976
0.421706,70.317115,29.194217,703.144466,703.7975842109856
0.431706,70.333429,29.891213,703.439893,702.8444810407148
0.441706,70.349618,30.588369,703.742291,705.0716440285544
0.451706,70.365751,31.285686,704.051661,703.7318607910834
0.461706,70.381931,31.983163,704.368006,701.9926474246349
0.471706,70.398058,32.6808,704.691325,703.7120449767189
0.481706,70.414029,33.378595,705.021622,706.5731320088788
0.491706,70.430049,34.07655,705.358898,705.1263746724592
0.501706,70.482126,34.774842,705.703155,706.5163231089365
0.511706,70.505358,35.473507,706.054397,707.6434802140707
0.521706,70.521261,36.172366,706.412626,706.4900825443988
0.531706,70.53708,36.871382,706.777845,706.1470101010233
0.541706,70.552949,37.570556,707.150055,704.4343486686241
0.551706,70.568658,38.269885,707.529257,706.9004072857729
0.561706,70.584416,38.969371,707.915453,707.7722805048614
0.571706,70.60012,39.669013,708.308645,707.0543231458155
0.581706,70.615742,40.36881,708.708834,707.3741937102025
0.591706,70.631341,41.068761,709.116022,707.6609732950528
0.601706,70.681425,41.769038,709.530211,708.6481905882374
0.602827,70.68653,41.847586,709.577089,710.5627772188532
