Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.311317,0.0,697.0,696.1181930144076
0.005831,69.322614,0.404184,697.002357,696.2904474300818
0.011661,69.33312,0.80843,697.00707,696.0103864634623
0.021661,69.351093,1.501823,697.018622,698.4286605794393
0.031661,69.369045,2.195395,697.037108,697.2817877999336
0.041661,69.386939,2.889147,697.06253,699.3407474959515
0.051661,69.40477,3.583077,697.094892,697.7538286275307
0.061661,69.422567,4.277186,697.134193,697.0345159745317
0.071661,69.440256,4.971471,697.180436,695.5342836983664
0.081661,69.457966,5.665934,697.233623,696.6372473035423
0.091661,69.475603,6.360574,697.293756,698.5449177632693
0.101661,69.538141,7.055614,697.360837,696.735323342561
0.111661,69.564221,7.751097,697.43487,698.3109088001146
0.121661,69.581779,8.446799,697.51586,696.8375932424882
0.131661,69.599235,9.142676,697.603807,698.0491983665839
0.141661,69.616694,9.838727,697.698714,697.4384432641705
0.151661,69.634153,10.534953,697.800583,700.064210452337
0.161661,69.651483,11.231353,697.909414,695.6328160169991
0.171661,69.668818,11.927926,698.02521,698.244762354362
0.181661,69.686092,12.624672,698.147973,695.9060882990295
0.191661,69.703303,13.32159,698.277705,699.3371907775348
0.201661,69.761622,14.018852,698.414407,699.6105799713586
0.211661,69.786752,14.716594,698.558083,698.179822247549
0.221661,69.803889,15.414525,698.708739,698.9987234419641
0.231661,69.821002,16.112621,698.866374,699.4223900801824
0.241661,69.838056,16.810888,699.030992,699.8151892619298
0.251661,69.85506,17.509325,699.202593,701.3063836873127
0.261661,69.872008,18.207932,699.381179,697.7761451393684
0.271661,69.888899,18.906708,699.566753,698.9917205519889
0.281661,69.905767,19.605653,699.759314,699.2823227961605
0.291661,69.92261,20.304766,699.958866,701.2193778228981
0.301661,69.97868,21.004211,700.165411,698.4951005909082
0.311661,70.003248,21.704119,700.378952,702.4983059491815
0.321661,70.019981,22.404213,700.599494,701.7051579485731
0.331661,70.036658,23.104467,700.827037,702.7988517607996
0.341661,70.053278,23.804888,701.061584,703.6465756183106
0.351661,70.069845,24.505475,701.303136,703.5657309609562
0.361661,70.086459,25.206228,701.551694,701.4350792546139
0.371661,70.102916,25.907147,701.807261,699.3303253444077
0.381661,70.119419,26.60823,702.069838,702.5176567074902
0.391661,70.135867,27.309478,702.339426,700.6360145125461
0.401661,70.189723,28.011077,702.616029,701.3755145035155
0.411661,70.213703,28.713065,702.89965,700.4598389708005
0.421661,70.230038,29.415256,703.190292,702.3578210204415
0.431661,70.246352,30.117609,703.487956,702.0349163408433
0.441661,70.262543,30.820125,703.792645,704.7906859231875
0.451661,70.278679,31.522802,704.104359,704.4975645850743
0.461661,70.294862,32.225641,704.423101,704.0048462558609
0.471661,70.31099,32.928642,704.748873,704.2612228218105
0.481661,70.326962,33.631803,705.081675,703.488897624141
0.491661,70.342982,34.335124,705.42151,704.526249127223
0.501661,70.394857,35.038784,705.768379,705.7728328432179
0.511661,70.418285,35.742821,706.122287,709.9532473649633
0.521661,70.43419,36.447055,706.483237,705.8263146366864
0.531661,70.450007,37.151447,706.851229,709.3954849922176
0.541661,70.465872,37.855998,707.226266,707.8425806714802
0.551661,70.481577,38.560706,707.60835,709.176074543232
0.561661,70.497329,39.265572,707.997481,709.2739455013366
0.571661,70.513028,39.970595,708.393662,708.6608703120021
0.581661,70.528639,40.675775,708.796894,708.5515971645934
0.591661,70.54423,41.38111,709.207178,710.0657858184675
0.601661,70.594118,42.086773,709.624518,706.3484142667405
0.603203,70.600814,42.195599,709.689483,709.9915911949399
0.605508,70.610491,42.358297,709.787101,708.9118299624099
0.607812,70.614524,42.521003,709.885093,708.2731025154741
0.612421,70.622092,42.846434,710.081829,710.8238884647286
0.617031,70.629092,43.171898,710.280065,712.1156192706511
0.62164,70.636234,43.497394,710.479801,709.8784506591224
0.63164,70.65166,44.203701,710.918307,708.6198473676009
0.64164,70.667201,44.910164,711.363876,712.0944430002894
0.65164,70.682424,45.616782,711.81651,714.0224889143985
0.66164,70.697482,46.323554,712.276212,713.5120221859727
0.67164,70.712772,47.030482,712.742982,711.5994292414775
0.68164,70.727706,47.737565,713.216822,712.7205317245231
0.69164,70.742565,48.444804,713.697734,714.102903315806
0.70164,70.790628,49.152335,714.185719,715.6638696014054
0.71164,70.812161,49.86025,714.680782,715.3370147009643
0.72164,70.826826,50.568354,715.182925,714.3788253351441
0.73164,70.841489,51.276613,715.69215,715.4879991147988
0.74164,70.855944,51.985027,716.208458,716.8580871863348
0.75164,70.870116,52.693594,716.731851,714.5230116089765
0.76164,70.884475,53.402313,717.26233,716.18353220151
0.77164,70.898616,54.111184,717.799898,718.4126137793912
0.78164,70.912663,54.820205,718.344555,719.7801454155215
0.79164,70.926781,55.529376,718.896302,719.0540605476223
0.80164,70.97237,56.238827,719.455143,721.2349441923615
0.81164,70.993035,56.948663,720.02108,716.9385347568204
0.82164,71.00685,57.658656,720.594117,719.2577379058226
0.83164,71.020435,58.368789,721.174254,720.1922641642318
0.84164,71.034297,59.079061,721.761493,723.3207395035888
0.85164,71.047666,59.789468,722.355836,723.9329278321649
