Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.356316,0.0,697.0,693.9112092264623
0.005842,69.367642,0.403394,697.002357,700.7573338603344
0.011684,69.378177,0.80685,697.00707,700.048202812044
0.021684,69.396174,1.497535,697.018592,696.5836201641206
0.031684,69.414156,2.188398,697.037022,693.7291992249221
0.041684,69.432093,2.879441,697.062361,697.7796975351043
0.051684,69.449959,3.570662,697.094612,696.619352322017
0.061684,69.467789,4.26206,697.133775,698.0885805116794
0.071684,69.485516,4.953636,697.179854,695.4049068650418
0.081684,69.503266,5.645387,697.232849,697.9729342687581
0.091684,69.5209,6.337316,697.292762,698.5081774704495
0.101684,69.583547,7.029643,697.359597,696.4027763002204
0.111684,69.609514,7.722412,697.433358,695.1183391346613
0.121684,69.627086,8.415397,697.514047,694.9856977995856
0.131684,69.644559,9.108557,697.601666,695.355965148988
0.141684,69.662033,9.801891,697.696219,696.6496077473696
0.151684,69.67948,10.495398,697.797705,697.1299270922382
0.161684,69.696818,11.189079,697.906127,700.5530811519923
0.171684,69.714163,11.882932,698.021487,697.9326229188262
0.181684,69.731446,12.576958,698.143787,697.3462564087921
0.191684,69.748667,13.271155,698.273027,694.3198981726033
0.201684,69.807105,13.965695,698.409211,699.6139379576437
0.211684,69.83212,14.660712,698.552343,698.7223364944795
0.221684,69.849266,15.355917,698.702426,698.1549870165977
0.231684,69.866386,16.051287,698.859462,700.503132181668
0.241684,69.883446,16.746826,699.023452,699.3192024284997
0.251684,69.90045,17.442536,699.194399,697.8053974660056
0.261684,69.917404,18.138414,699.372304,702.9356175559882
0.271684,69.9343,18.834461,699.557168,700.710596544381
0.281684,69.951171,19.530676,699.748994,698.2082771839313
0.291684,69.968021,20.227058,699.947783,703.0323047275294
0.301684,70.024207,20.923804,700.153537,701.8413026494412
0.311684,70.048665,21.620952,700.366261,702.7917080097388
0.321684,70.065403,22.318304,700.585957,699.8850656917003
0.331684,70.082084,23.015823,700.812628,699.5615561026667
0.341684,70.098709,23.713508,701.046274,703.0799486645894
0.351684,70.11528,24.411358,701.286899,702.3867159879478
0.361684,70.131898,25.109373,701.534502,702.542439007649
0.371684,70.148358,25.807552,701.789087,700.5704913439348
0.381684,70.164866,26.505896,702.050654,699.3732826135823
0.391684,70.181318,27.204404,702.319205,702.8000419590003
0.401684,70.235287,27.903262,702.594743,705.0170302594474
