Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.31157,0.0,697.0,697.6751632361227
0.005831,69.322867,0.404192,697.002357,697.7746778613669
0.011661,69.333374,0.808445,697.00707,695.6371784568597
0.021661,69.351354,1.501865,697.018622,695.4991279535647
0.031661,69.369323,2.195464,697.037109,699.299804040531
0.041661,69.387247,2.889242,697.062532,697.2222585632555
0.051661,69.405105,3.583199,697.094894,698.8851502037572
0.061661,69.422925,4.277335,697.134197,697.3507730458879
0.071661,69.440639,4.971648,697.180442,699.1666768981403
0.081661,69.458376,5.666139,697.233631,697.0607426398442
0.091661,69.475994,6.360806,697.293766,698.5948005424634
0.101661,69.538498,7.055874,697.360849,693.5806091884481
0.111661,69.564584,7.751385,697.434885,698.933356828767
0.121661,69.582147,8.447114,697.515878,698.6523776438371
0.131661,69.599609,9.143019,697.603828,697.8907164031932
0.141661,69.617069,9.839097,697.698739,698.7697061322434
0.151661,69.634509,10.535351,697.800611,699.782309975912
0.161661,69.65184,11.231778,697.909447,698.8150424093567
0.171661,69.669177,11.928379,698.025248,696.9218168487321
0.181661,69.686452,12.625152,698.148015,700.3200150623082
0.191661,69.703665,13.322098,698.277752,696.3509523087255
0.201661,69.761974,14.019388,698.414459,699.5030822188373
0.211661,69.787106,14.717156,698.558141,698.139624908425
0.221661,69.804245,15.415115,698.708802,698.2071533189788
0.231661,69.821359,16.113239,698.866444,697.3787322934821
0.241661,69.838415,16.811533,699.031068,699.11471818251
0.251661,69.855416,17.509998,699.202675,699.9460272186935
0.261661,69.872366,18.208632,699.381268,700.6351876877923
0.271661,69.88926,18.907436,699.566849,699.1224414806205
0.281661,69.906131,19.606408,699.759418,700.4731157119166
0.291661,69.922977,20.305549,699.958977,699.3952549382045
0.301661,69.979048,21.005022,700.16553,701.4296482727992
0.311661,70.00362,21.704931,700.37908,695.543018996188
0.321661,70.020358,22.405047,700.59963,702.4342400352572
0.331661,70.03704,23.105329,700.827181,703.4437918441043
0.341661,70.053667,23.805778,701.061737,699.1120221032056
0.351661,70.070239,24.506393,701.303298,701.7848621516808
0.361661,70.08686,25.207174,701.551866,703.0582747744867
0.371661,70.103324,25.90812,701.807442,700.8695793061993
0.381661,70.119836,26.609232,702.070029,701.5235544924757
0.391661,70.136292,27.310508,702.339628,699.6348288446304
0.401661,70.190157,28.012136,702.616241,702.5167177772918
0.411661,70.214148,28.714153,702.899872,702.6142852397933
0.421661,70.230495,29.416371,703.190525,704.0548162485586
0.431661,70.246821,30.118753,703.488201,703.2227439779981
0.441661,70.263025,30.821298,703.792901,704.7686729391248
0.451661,70.279176,31.524005,704.104627,703.2833890425395
0.461661,70.295373,32.226873,704.423382,703.3674679729402
0.471661,70.311518,32.929903,704.749166,704.3075696483044
0.481661,70.327507,33.633093,705.081981,707.1881886815622
0.491661,70.343545,34.336444,705.421828,708.3504248560279
0.501661,70.39544,35.040134,705.768711,704.9620952263276
