Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.315748,0.0,697.0,696.7054257813334
0.005832,69.327049,0.404113,697.002357,697.4133672472002
0.011664,69.337561,0.808287,697.00707,696.6339744058391
0.021664,69.355545,1.501436,697.018619,696.6716878368152
0.031664,69.373518,2.194763,697.0371,697.0019170458461
0.041664,69.391429,2.88827,697.062515,696.8975550540898
0.051664,69.409275,3.581956,697.094866,696.9021048332881
0.061664,69.42709,4.27582,697.134155,697.1176332465627
0.071664,69.444798,4.969862,697.180384,697.293431617536
0.081664,69.462529,5.664081,697.233553,696.9089729250741
0.091664,69.480141,6.358476,697.293666,697.5624662543812
0.101664,69.542687,7.053272,697.360725,697.1791010514925
0.111664,69.568762,7.748511,697.434734,697.6160943632943
0.121664,69.586327,8.443968,697.515696,697.6857475123945
0.131664,69.603791,9.1396,697.603614,697.7131337204474
0.141664,69.621254,9.835407,697.698489,697.4045875285267
0.151664,69.638704,10.531388,697.800323,697.5765596312567
0.161664,69.656039,11.227543,697.909118,698.2193347146195
0.171664,69.673379,11.923871,698.024875,697.7646509480177
0.181664,69.690657,12.620372,698.147596,698.1365422426728
0.191664,69.707873,13.317046,698.277283,698.2300076991478
0.201664,69.766201,14.014063,698.413938,698.5833163888823
0.211664,69.791324,14.711558,698.557566,698.5905838949894
0.221664,69.808466,15.409245,698.70817,698.5668284426212
0.231664,69.825583,16.107095,698.865751,698.7783938591908
0.241664,69.842642,16.805117,699.030312,699.1588879503978
0.251664,69.859647,17.503308,699.201855,699.0916690182761
0.261664,69.8766,18.20167,699.380379,699.2069141800915
0.271664,69.893496,18.900201,699.565889,699.5960818239671
0.281664,69.910369,19.5989,699.758384,700.1414146731094
0.291664,69.927219,20.297768,699.957867,700.1921063620407
0.301664,69.983303,20.996968,700.164341,700.1710540126102
0.311664,70.007866,21.696603,700.377808,700.6567294787787
0.321664,70.024606,22.396445,700.598274,700.7415131808356
0.331664,70.041289,23.096454,700.825738,701.0149114551797
0.341664,70.057917,23.796629,701.060204,701.3518034003001
0.351664,70.074491,24.496971,701.301672,701.3959041035735
0.361664,70.091112,25.197478,701.550144,702.0463510826519
0.371664,70.107577,25.89815,701.805622,701.9815072036025
0.381664,70.124089,26.598988,702.068108,701.8031648260725
0.391664,70.140546,27.29999,702.337602,702.2768888711388
0.401664,70.194422,28.001344,702.614109,702.5970564907299
0.411664,70.218402,28.703086,702.897631,702.3655020391604
0.421664,70.234747,29.405031,703.188172,702.9068324948128
0.431664,70.251073,30.107138,703.485733,703.624698098865
0.441664,70.267276,30.809408,703.790315,703.7978654668606
0.451664,70.283424,31.51184,704.101922,704.08918976439
0.461664,70.29962,32.214434,704.420553,704.0083088026494
0.471664,70.315763,32.917189,704.746211,704.4040509929308
0.481664,70.331749,33.620104,705.078898,705.1980066989726
0.491664,70.347784,34.32318,705.418614,705.4572217897334
0.501664,70.399686,35.026595,705.765363,705.8539100191114
0.511664,70.423121,35.730387,706.119148,706.5057330781757
0.521664,70.439044,36.434376,706.479972,706.5983473707535
0.531664,70.454879,37.138523,706.847836,707.0961460328411
0.541664,70.470764,37.842828,707.222743,706.987495694497
0.551664,70.48649,38.547292,707.604694,707.7602756158057
0.561664,70.502264,39.251913,707.99369,708.1318786564432
0.571664,70.517986,39.956692,708.389733,708.9584160684847
0.581664,70.53362,40.661627,708.792824,708.8860585082192
0.591664,70.549236,41.366718,709.202966,709.2516999295274
0.601664,70.599159,42.072137,709.62016,708.8851859816372
