Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.342565,0.0,697.0,697.1628044184338
0.005839,69.353867,0.403633,697.002357,697.656853383583
0.011677,69.364378,0.807327,697.00707,697.2375651425368
0.021677,69.382341,1.49883,697.018601,696.768675977923
0.031677,69.400276,2.190511,697.037048,696.4799919821896
0.041677,69.418153,2.882371,697.062412,697.1622976927356
0.051677,69.435963,3.574409,697.094696,697.3681350116168
0.061677,69.453731,4.266623,697.133901,696.6756154983844
0.071677,69.471389,4.959015,697.18003,697.193249139422
0.081677,69.489065,5.651583,697.233083,697.6769556836458
0.091677,69.506667,6.344326,697.293062,696.8247563323812
0.101677,69.569258,7.037469,697.359971,697.538161897819
0.111677,69.595207,7.731053,697.433814,696.9561656688282
0.121677,69.612719,8.424854,697.514593,697.7948313635796
0.131677,69.630129,9.11883,697.602312,697.4316762458867
0.141677,69.647548,9.812978,697.696971,697.2340250813025
0.151677,69.664955,10.5073,697.798572,697.7297197295206
0.161677,69.68223,11.201795,697.907118,698.1536030354481
0.171677,69.699507,11.896463,698.022609,698.3238494788823
0.181677,69.716719,12.591302,698.145048,698.294203418524
0.191677,69.733871,13.286312,698.274436,698.8615941085716
0.201677,69.79221,13.981699,698.410776,698.2296699741397
0.211677,69.817183,14.677501,698.554072,698.6456015885752
0.221677,69.834246,15.373512,698.704327,698.6183658839744
0.231677,69.851277,16.069693,698.861543,698.273745042682
0.241677,69.86825,16.766044,699.025722,699.3092202832394
0.251677,69.885166,17.462564,699.196865,699.0752352584251
0.261677,69.90202,18.159252,699.374973,699.4360364264293
0.271677,69.918811,18.856107,699.56005,699.9720573491783
0.281677,69.935571,19.55313,699.752096,699.3509922266836
0.291677,69.952307,20.25032,699.951113,700.3786203520068
0.301677,70.00834,20.94784,700.157104,700.5291503533982
0.311677,70.032704,21.645819,700.370072,700.120898765493
0.321677,70.049306,22.343983,700.590021,700.236707038557
0.331677,70.065845,23.042306,700.816952,700.6730646801751
0.341677,70.082323,23.740793,701.050867,701.1939957210782
0.351677,70.098738,24.439444,701.291769,701.5100564932225
0.361677,70.115191,25.138259,701.539657,701.8293188102191
0.371677,70.131479,25.837237,701.794535,701.9562388305707
0.381677,70.147804,26.536377,702.056403,702.3067030906922
0.391677,70.164066,27.23568,702.325263,703.2508245324402
0.401677,70.217803,27.935332,702.601118,702.9344733498301
0.411677,70.241501,28.63537,702.883972,703.2169960626682
0.421677,70.25762,29.335606,703.173826,702.7683168041784
0.431677,70.27371,30.036003,703.470684,703.4732399401339
0.441677,70.289664,30.736559,703.774547,703.6210282056194
0.451677,70.305553,31.437274,704.085416,704.2285741725407
0.461677,70.321477,32.138148,704.403294,704.2437485555247
0.471677,70.337336,32.83918,704.72818,704.6369439273558
0.481677,70.353024,33.540369,705.060078,704.9697628226061
0.491677,70.368746,34.241715,705.398988,705.8125822762805
0.501677,70.420385,34.943397,705.744914,706.3153409899272
0.511677,70.443422,35.645451,706.097858,706.4719610518649
0.521677,70.458991,36.347697,706.457824,706.3329743187883
0.531677,70.474455,37.050098,706.824813,706.5176736394795
0.541677,70.489952,37.752653,707.198827,707.096498863376
0.551677,70.505278,38.455361,707.579867,708.0834297734051
0.561677,70.520637,39.158223,707.967935,708.0793724897743
0.571677,70.536205,39.861239,708.363032,709.244364004914
0.581677,70.551788,40.56441,708.76516,708.4589647474531
0.591677,70.567351,41.267736,709.174321,708.9674858936692
0.601677,70.617284,41.971389,709.590516,709.4831973323028
0.603074,70.623486,42.06967,709.649186,709.5572038702056
0.604628,70.629456,42.179131,709.714733,709.6735384534464
0.606182,70.63291,42.288598,709.78045,709.8088135860521
0.60929,70.638152,42.507542,709.912225,709.789333928048
0.612398,70.643365,42.726506,710.044681,710.5503717989524
0.615506,70.648183,42.945487,710.177817,710.3797231657876
0.625506,70.664046,43.650175,710.610795,710.7778641953738
0.635506,70.679725,44.355039,711.050821,710.9719521803461
0.645506,70.694958,45.060058,711.497896,711.5683093421429
0.655506,70.710055,45.765198,711.952023,712.0812985826358
0.656623,70.711842,45.843995,712.003202,711.78714623275
0.65774,70.713573,45.922792,712.05447,711.8344180709482
0.658858,70.715136,46.001592,712.105826,712.0573940820728
0.66634,70.726741,46.529324,712.452011,712.5394324935936
0.673823,70.737799,47.057116,712.802145,712.6240841314362
0.681306,70.749173,47.584963,713.156229,713.3479269571695
0.691306,70.763813,48.290473,713.635606,713.3272806111083
0.701306,70.810517,48.996218,714.122039,714.1215057635973
0.711306,70.833478,49.702228,714.615532,714.5174515257811
0.720652,70.847404,50.362186,715.083157,715.0537018953095
0.729999,70.861052,51.022181,715.55695,715.8250775488128
0.739345,70.874593,51.682199,716.036913,715.9840780470624
0.748581,70.888188,52.334442,716.517272,716.9335521659706
0.757817,70.901875,52.986687,717.003656,716.9578152520385
0.767054,70.915221,53.638921,717.496065,717.6915729199317
0.777054,70.930171,54.345065,718.035984,717.2991990160374
0.787054,70.944623,55.051164,718.582966,718.6295891830348
0.797054,70.959502,55.757197,719.137008,719.1431314183122
0.807054,71.012554,56.463306,719.69811,719.0240629161469
0.817054,71.027823,57.169567,720.266274,720.408332834825
0.827054,71.043012,57.875676,720.841501,721.1786527420963
0.837054,71.058274,58.58164,721.423787,721.4492450042537
0.847054,71.073851,59.287437,722.013133,721.5840833888273
0.857054,71.08967,59.993044,722.609535,722.6380534108575
0.867054,71.105386,60.698437,723.212993,723.1220575357269
0.877054,71.121898,61.403589,723.823503,723.7169914348306
0.887054,71.138292,62.108478,724.441064,724.3536782928699
0.897054,71.155144,62.813073,725.065672,725.1338918055559
0.907054,71.209411,63.517487,725.697325,725.7048213407705
0.917054,71.227556,64.221845,726.336021,726.7643842750941
0.927054,71.245857,64.925756,726.98176,726.6475238791417
0.937054,71.264349,65.629279,727.634535,727.4031533425957
0.947054,71.283461,66.332367,728.294344,728.3758207302907
0.957054,71.303338,67.034993,728.961181,729.2686269006416
0.967054,71.323503,67.73713,729.635042,729.3777462988165
0.977054,71.344296,68.438744,730.315922,729.3438331568733
0.987054,71.365877,69.139809,731.003815,731.2477731981886
0.997054,71.387993,69.840296,731.698716,731.4597360677722
1.007054,71.445904,70.54032,732.40062,732.3272148282824
1.017054,71.469685,71.239941,733.109521,733.4065500468191
1.027054,71.493569,71.938873,733.825416,733.9684625376104
1.037054,71.518081,72.637113,734.548297,734.2347378594853
1.047054,71.543381,73.334639,735.278156,734.6568910687461
1.057054,71.569128,74.031426,736.014987,736.2286288393327
1.067054,71.595499,74.727451,736.758782,736.8755570972576
1.077054,71.622641,75.422694,737.509533,737.1992019271294
1.087054,71.650263,76.117137,738.267233,738.3570582429844
1.097054,71.678215,76.810762,739.031873,739.0631569556298
1.107054,71.740827,77.503692,739.803446,739.401688932033
1.117054,71.770367,78.196002,740.581945,740.6509859538977
1.127054,71.799422,78.887432,741.367363,740.9851202342481
1.137054,71.829116,79.577998,742.159691,741.9102678326839
1.147054,71.859407,80.267702,742.95892,743.2951004855154
1.157054,71.889564,80.956543,743.765042,743.8694125807185
1.164892,71.913118,81.495847,744.401685,744.0422879415348
1.172729,71.93721,82.034624,745.042554,744.9544545617342
1.180567,71.960685,82.572879,745.687643,745.6967155614315
1.190567,71.991341,83.258862,746.516802,746.1659445087832
1.200567,72.04424,83.944111,747.352818,747.4226729590347
1.210567,72.084511,84.62874,748.195683,747.8331843442378
1.220567,72.114361,85.31263,749.04539,749.6833987916228
1.230567,72.14341,85.995752,749.901933,750.2778619012129
1.240567,72.171993,86.678139,750.765303,750.8036498910099
