Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.311434,0.0,697.0,696.8699357103752
0.005831,69.322731,0.404192,697.002357,696.7427126717037
0.011661,69.333239,0.808446,697.00707,697.3385831550013
0.021661,69.351218,1.501866,697.018622,697.2017254013887
0.031661,69.369187,2.195466,697.037109,696.9195389727391
0.041661,69.387107,2.889245,697.062532,697.4628911305798
0.051661,69.404953,3.583204,697.094894,697.2945300695429
0.061661,69.422767,4.27734,697.134197,697.1955238756063
0.071661,69.440474,4.971654,697.180442,697.4517040085849
0.081661,69.458204,5.666145,697.233631,697.3041159974504
0.091661,69.475815,6.360813,697.293766,697.0372097578971
0.101661,69.538331,7.055882,697.360849,697.4151106155676
0.111661,69.564413,7.751393,697.434886,697.9698671994678
0.121661,69.581973,8.447123,697.515878,697.5482238743964
0.131661,69.599431,9.143028,697.603829,697.6781957414202
0.141661,69.616887,9.839108,697.69874,697.5594356545802
0.151661,69.634328,10.535362,697.800612,697.4647507182367
0.161661,69.651656,11.231789,697.909448,698.2790180181871
0.171661,69.668989,11.92839,698.025249,697.6986496955896
0.181661,69.68626,12.625164,698.148017,698.4446893733889
0.191661,69.703469,13.322111,698.277753,698.648498328999
0.201661,69.761776,14.019401,698.41446,698.2684312321512
0.211661,69.786904,14.71717,698.558143,698.697308144499
0.221661,69.804038,15.415129,698.708804,698.5531102829783
0.231661,69.821147,16.113253,698.866446,698.7228049694297
0.241661,69.838197,16.811547,699.03107,699.3382631366129
0.251661,69.855195,17.510012,699.202678,699.1744208651282
0.261661,69.872139,18.208647,699.381271,698.6819780057939
0.271661,69.889027,18.90745,699.566851,699.8453109915442
0.281661,69.905891,19.606423,699.75942,700.1543299035199
0.291661,69.922731,20.305564,699.95898,700.0455555656936
0.301661,69.978795,21.005037,700.165533,700.3005922719937
0.311661,70.003361,21.704945,700.379083,700.18716153607
0.321661,70.020091,22.40506,700.599633,700.566174313088
0.331661,70.036764,23.105342,700.827185,700.8341056337114
0.341661,70.053382,23.805791,701.06174,701.4504247116267
0.351661,70.069946,24.506406,701.303301,701.0461918019201
0.361661,70.086558,25.207186,701.551869,701.9520634452333
0.371661,70.103012,25.908132,701.807446,701.9330317458348
0.381661,70.119513,26.609242,702.070033,701.4891343541229
0.391661,70.135959,27.310517,702.339632,702.6754594535527
0.401661,70.189812,28.012144,702.616245,703.1618789049896
0.411661,70.213792,28.71416,702.899876,702.7085680442336
0.421661,70.230126,29.416377,703.190529,703.0580503667148
0.431661,70.246439,30.118758,703.488205,703.1829038221308
0.441661,70.26263,30.821301,703.792905,703.6846062188622
0.451661,70.278765,31.524006,704.104632,704.4657413766594
0.461661,70.294948,32.226872,704.423386,704.0355502753566
0.471661,70.311077,32.9299,704.74917,705.1352696208437
0.481661,70.32705,33.633089,705.081985,704.8993663884767
0.491661,70.343072,34.336437,705.421832,705.4828978536443
0.501661,70.394948,35.040125,705.768715,706.0042506037034
0.511661,70.418379,35.74419,706.122637,706.6094542644146
0.521661,70.434287,36.448451,706.4836,707.0068366193492
0.531661,70.450107,37.152871,706.851607,707.3067643467692
0.541661,70.465976,37.857449,707.226658,706.7621056937978
0.551661,70.481685,38.562185,707.608756,707.9430687863935
0.561661,70.497442,39.267078,707.997903,708.1716152934364
0.571661,70.513146,39.972129,708.394099,708.3977452412142
0.581661,70.528763,40.677337,708.797346,708.9552396969497
0.591661,70.544361,41.3827,709.207646,708.7678194337585
0.601661,70.594255,42.088391,709.625002,709.4861221296707
0.603203,70.600952,42.197208,709.689961,709.3899757937749
0.606418,70.60921,42.424214,709.826356,709.8224096769932
0.609633,70.614654,42.651238,709.96348,710.2795108861815
0.616063,70.624733,43.105318,710.239189,710.4730951646266
0.622493,70.634756,43.559463,710.517819,710.45473024117
0.628923,70.644642,44.013672,710.799368,710.9442240306402
0.638923,70.65994,44.720184,711.243037,710.9790446741372
0.648923,70.675272,45.42685,711.693772,711.9276611124146
0.658923,70.690493,46.133668,712.151575,712.1752296929097
0.668923,70.705808,46.84064,712.616446,712.5956849520521
0.678923,70.721005,47.547765,713.088388,712.8492080444875
0.688923,70.736028,48.255041,713.567402,713.9452703929796
0.698923,70.751426,48.962471,714.053489,714.3911254893833
0.708923,70.806164,49.670219,714.546652,714.6075069822489
0.718923,70.821433,50.378352,715.046895,715.2107143457016
