Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.401815,0.0,697.0,696.5286214586621
0.005854,69.413177,0.402573,697.002357,697.5734215261169
0.011708,69.423744,0.805207,697.00707,697.0577303783137
0.021708,69.44176,1.49308,697.018562,697.4658796528271
0.031708,69.459754,2.181133,697.036933,697.2058000581791
0.041708,69.477692,2.869363,697.062185,697.1640770116795
0.051708,69.495572,3.557771,697.094321,696.5836578606823
0.061708,69.513417,4.246355,697.133342,697.1265196702997
0.071708,69.531164,4.935116,697.179249,697.3075371621969
0.081708,69.548937,5.624053,697.232045,697.4027269700928
0.091708,69.566602,6.313165,697.291731,697.2782350788327
0.101708,69.629449,7.002677,697.35831,697.3803584994321
0.111708,69.655318,7.692627,697.431787,697.3496658296946
0.121708,69.672928,8.382793,697.512164,697.4795091917756
0.131708,69.690443,9.073133,697.599443,697.9456024448413
0.141708,69.707963,9.763647,697.693627,697.8971206890762
0.151708,69.725457,10.454334,697.794717,697.0419718812652
0.161708,69.742839,11.145194,697.902715,697.9899425621152
0.171708,69.760232,11.836226,698.017622,698.4564396176133
0.181708,69.777565,12.52743,698.13944,698.027697070353
0.191708,69.794837,13.218806,698.268171,698.6881049059791
0.201708,69.853452,13.910523,698.403818,698.0190555382856
0.211708,69.878391,14.602716,698.546384,698.3822387352154
0.221708,69.895595,15.295096,698.695872,698.8120103003005
0.231708,69.91277,15.987641,698.852286,698.7724925405525
0.241708,69.929887,16.680355,699.015626,698.7683872735947
0.251708,69.946946,17.373239,699.185894,699.325537899585
0.261708,69.963959,18.066291,699.363092,699.1271647855651
0.271708,69.980915,18.759511,699.547221,699.0869378610533
0.281708,69.997845,19.4529,699.738283,699.6275672610622
0.291708,70.01476,20.146456,699.936279,699.656446597751
0.301708,70.071126,20.840375,700.141214,700.3187153694165
0.311708,70.09553,21.534694,700.353089,700.1528236732132
0.321708,70.112333,22.229217,700.571909,700.335828282218
0.331708,70.129081,22.923907,700.797674,700.9702495662054
0.341708,70.145775,23.618762,701.030387,701.1433973678255
0.351708,70.162413,24.313782,701.27005,700.7040757026195
0.361708,70.179101,25.008968,701.516664,701.2629705185957
0.371708,70.195633,25.704318,701.77023,702.0098022223503
0.381708,70.212213,26.399831,702.030751,701.9742298106382
0.391708,70.228739,27.095509,702.298227,702.564385428057
0.401708,70.282898,27.791537,702.572662,702.2702695913074
0.411708,70.306735,28.487952,702.85406,702.5638065269383
0.421708,70.323147,29.184566,703.142422,703.5253628197831
0.431708,70.339549,29.881342,703.437752,703.679768056485
0.441708,70.355825,30.57828,703.74005,703.7225863822846
0.451708,70.372047,31.275379,704.049318,704.4016798559401
0.461708,70.388318,31.972639,704.365559,704.3454017073296
0.471708,70.404535,32.67006,704.688772,704.8392518377536
0.481708,70.420597,33.367641,705.018961,704.81326867311
0.491708,70.436708,34.065382,705.356126,705.1291670923221
0.501708,70.488889,34.76346,705.70027,706.2631826240198
0.511708,70.512206,35.461913,706.051397,706.1281365954719
0.521708,70.528203,36.16056,706.409509,705.7883238935533
0.531708,70.544117,36.859365,706.774609,706.5852972166878
0.541708,70.560081,37.558329,707.146697,706.9986854072988
0.551708,70.57589,38.257449,707.525776,707.7128746571678
0.561708,70.591746,38.956727,707.911847,707.6220350904314
0.571708,70.607548,39.656161,708.304911,708.3616408876635
0.581708,70.623269,40.355752,708.704971,708.7611451885956
0.591708,70.638967,41.055498,709.112027,709.0697310250254
0.601708,70.689165,41.75557,709.526083,709.4287447969116
0.602808,70.69419,41.832595,709.572049,709.583141869973
0.605435,70.72665,42.015941,709.682431,709.4104465884375
0.608062,70.731282,42.199299,709.793296,709.9493394640195
0.613317,70.739893,42.566036,710.015988,709.9830980458244
0.618571,70.747942,42.932815,710.240608,709.9717135799424
0.623825,70.75638,43.299636,710.467155,710.6766017793339
0.633825,70.771719,43.997889,710.903642,710.5460224371974
0.643825,70.786858,44.696304,711.347113,711.313418436187
0.653825,70.80218,45.394889,711.797569,711.0946213990042
0.663825,70.817238,46.093651,712.255011,712.2165841750536
