Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.311317,0.0,697.0,697.5349147181499
0.005831,69.322614,0.404184,697.002357,696.7124170260968
0.011661,69.33312,0.80843,697.00707,697.4861571888051
0.021661,69.351093,1.501823,697.018622,697.3787521313209
0.031661,69.369045,2.195395,697.037108,697.0625627291128
0.041661,69.386939,2.889147,697.06253,696.5274615865612
0.051661,69.40477,3.583077,697.094892,697.320542482446
0.061661,69.422567,4.277186,697.134193,697.121454192496
0.071661,69.440256,4.971471,697.180436,697.1049723453069
0.081661,69.457966,5.665934,697.233623,697.3543599520947
0.091661,69.475603,6.360574,697.293756,696.6332230769908
0.101661,69.538141,7.055614,697.360837,697.3738814098537
0.111661,69.564221,7.751097,697.43487,697.1230817750978
0.121661,69.581779,8.446799,697.51586,697.4412292433103
0.131661,69.599235,9.142676,697.603807,697.5456881569759
0.141661,69.616694,9.838727,697.698714,697.4738012141443
0.151661,69.634153,10.534953,697.800583,697.2040390350598
0.161661,69.651483,11.231353,697.909414,697.824094518949
0.171661,69.668818,11.927926,698.02521,697.6502674616939
0.181661,69.686092,12.624672,698.147973,697.9413349194882
0.191661,69.703303,13.32159,698.277705,698.2097149702809
0.201661,69.761622,14.018852,698.414407,698.2655613505416
0.211661,69.786752,14.716594,698.558083,698.3378144605288
0.221661,69.803889,15.414525,698.708739,699.2211062680285
0.231661,69.821002,16.112621,698.866374,698.981652014692
0.241661,69.838056,16.810888,699.030992,698.782224952903
0.251661,69.85506,17.509325,699.202593,698.9845775852347
0.261661,69.872008,18.207932,699.381179,699.8255153718733
0.271661,69.888899,18.906708,699.566753,700.0145675129635
0.281661,69.905767,19.605653,699.759314,699.6863040499443
0.291661,69.92261,20.304766,699.958866,700.5843001541419
0.301661,69.97868,21.004211,700.165411,700.1910706403164
0.311661,70.003248,21.704119,700.378952,700.2677544602373
0.321661,70.019981,22.404213,700.599494,700.9628615417887
0.331661,70.036658,23.104467,700.827037,700.8668171867708
0.341661,70.053278,23.804888,701.061584,700.740454499053
0.351661,70.069845,24.505475,701.303136,701.1949395847554
0.361661,70.086459,25.206228,701.551694,701.1939642246627
0.371661,70.102916,25.907147,701.807261,702.0879129024926
0.381661,70.119419,26.60823,702.069838,701.8520729228763
0.391661,70.135867,27.309478,702.339426,702.1485856793965
0.401661,70.189723,28.011077,702.616029,702.843720923941
0.411661,70.213703,28.713065,702.89965,702.5389214431652
0.421661,70.230038,29.415256,703.190292,702.7756899218595
0.431661,70.246352,30.117609,703.487956,703.4906339303158
0.441661,70.262543,30.820125,703.792645,703.6782498787621
0.451661,70.278679,31.522802,704.104359,704.2845207726587
0.461661,70.294862,32.225641,704.423101,704.264182404275
0.471661,70.31099,32.928642,704.748873,704.6712667965081
0.481661,70.326962,33.631803,705.081675,705.1643855944376
0.491661,70.342982,34.335124,705.42151,705.5865233354102
0.501661,70.394857,35.038784,705.768379,705.6830449581354
0.511661,70.418285,35.742821,706.122287,705.9634174893845
0.521661,70.43419,36.447055,706.483237,706.8381397636489
0.531661,70.450007,37.151447,706.851229,707.1288057343027
0.541661,70.465872,37.855998,707.226266,707.2652343923141
0.551661,70.481577,38.560706,707.60835,707.8834206805943
0.561661,70.497329,39.265572,707.997481,707.6289527585803
0.571661,70.513028,39.970595,708.393662,708.3867248384379
0.581661,70.528639,40.675775,708.796894,708.7158290938702
0.591661,70.54423,41.38111,709.207178,708.7716894571412
0.601661,70.594118,42.086773,709.624518,709.4163979080228
0.603203,70.600814,42.195599,709.689483,709.3688680195429
0.605508,70.610491,42.358297,709.787101,709.961757998859
0.607812,70.614524,42.521003,709.885093,709.5699891549215
0.612421,70.622092,42.846434,710.081829,710.2946174969004
0.617031,70.629092,43.171898,710.280065,710.175547064476
0.62164,70.636234,43.497394,710.479801,710.6194244541225
0.63164,70.65166,44.203701,710.918307,710.9818118957571
0.64164,70.667201,44.910164,711.363876,711.1458593672588
0.65164,70.682424,45.616782,711.81651,711.9377955821808
0.66164,70.697482,46.323554,712.276212,711.5648409013895
0.67164,70.712772,47.030482,712.742982,712.8375453097137
0.68164,70.727706,47.737565,713.216822,713.0884661368478
0.69164,70.742565,48.444804,713.697734,712.9480620179298
0.70164,70.790628,49.152335,714.185719,714.7568544076738
0.71164,70.812161,49.86025,714.680782,714.8722705029334
0.72164,70.826826,50.568354,715.182925,715.4299383862302
0.73164,70.841489,51.276613,715.69215,716.0491593314126
0.74164,70.855944,51.985027,716.208458,716.1690923742656
0.75164,70.870116,52.693594,716.731851,716.491358286971
0.76164,70.884475,53.402313,717.26233,717.1967037046538
0.77164,70.898616,54.111184,717.799898,717.757580017599
0.78164,70.912663,54.820205,718.344555,718.6378677083537
0.79164,70.926781,55.529376,718.896302,718.7743386310467
0.80164,70.97237,56.238827,719.455143,719.5232901840052
0.81164,70.993035,56.948663,720.02108,719.8000124173569
0.82164,71.00685,57.658656,720.594117,720.6683081109437
0.83164,71.020435,58.368789,721.174254,720.6262840592489
0.84164,71.034297,59.079061,721.761493,721.402956931281
0.85164,71.047666,59.789468,722.355836,722.3950949527916
0.86164,71.061302,60.500005,722.957283,723.2633815738758
0.87164,71.074906,61.210671,723.565837,723.6070975989676
0.88164,71.088436,61.921462,724.181497,724.3057930247023
0.89164,71.102068,62.632372,724.804266,724.8497436970151
0.90164,71.145882,63.343525,725.434146,725.7371543145745
0.91164,71.166032,64.055016,726.071138,725.6666862551274
0.92164,71.179697,64.766631,726.715246,725.9048658265991
0.93164,71.193137,65.478338,727.366471,727.5941801634309
0.94164,71.206508,66.190135,728.024813,727.980011610089
0.95164,71.220051,66.902014,728.690274,728.674508177936
0.96164,71.233601,67.613971,729.362854,729.3542124621481
0.97164,71.247444,68.325996,730.042554,729.8347129177334
0.98164,71.26123,69.038084,730.729374,730.6872737406916
0.99164,71.2751,69.750224,731.423315,731.892008342682
1.00164,71.318361,70.462518,732.124379,732.0945171161208
1.01164,71.338919,71.175078,732.832567,732.6454559427013
1.02164,71.352961,71.887687,733.547881,733.6894114463264
1.03164,71.367456,72.600305,734.27032,733.6868361354409
1.04164,71.3818,73.312932,734.999887,735.0514147795458
1.05164,71.396342,74.025553,735.736579,735.8906627546115
1.06164,71.411232,74.738162,736.480398,736.052777833656
1.07164,71.425974,75.450747,737.231342,737.0929014916508
1.08164,71.441393,76.163297,737.989412,737.1457801530748
1.09164,71.456268,76.875804,738.754608,739.0309486098273
1.10164,71.500066,77.588372,739.526929,739.6995063123006
1.11164,71.522137,78.301089,740.306376,740.4501580307776
1.12164,71.537909,79.01375,741.09295,740.9571171226139
1.13164,71.554058,79.726321,741.886651,742.2205249391101
1.14164,71.570126,80.438798,742.687476,743.2497362478261
1.15164,71.586672,81.151169,743.495426,743.2886816481703
1.16164,71.60324,81.863428,744.310499,744.146689737369
1.17164,71.620199,82.575565,745.132694,744.9763046608606
1.18164,71.625153,83.287508,745.96201,745.990929117498
1.19164,71.654518,83.999334,746.798444,746.7280380632739
1.20164,71.69898,84.711182,747.641997,748.3448464117923
1.21164,71.722779,85.423011,748.492668,748.1534230480754
1.22164,71.74093,86.134733,749.350457,749.2164129353658
1.23164,71.758666,86.846296,750.215362,750.312301709456
1.24164,71.776749,87.557681,751.087382,751.4769610916168
1.25164,71.794847,88.268884,751.966515,752.2031953075094
1.26164,71.812997,88.979905,752.852759,752.661950545535
1.27164,71.831218,89.690743,753.746112,753.8372283993683
1.28164,71.849455,90.4014,754.646573,754.5977331095187
1.29164,71.868052,91.11187,755.55414,755.3986043937217
1.30164,71.912784,91.822287,756.468811,756.3352236311925
1.31164,71.937238,92.532629,757.390585,756.6636076081758
1.32164,71.955633,93.242828,758.319463,757.4416861437484
1.33164,71.974183,93.95285,759.255441,759.2803174913705
1.34164,71.992602,94.662692,760.198519,759.9414467635409
1.35164,72.010915,95.372362,761.148694,760.7271533055088
