Time (s),acceleration Magnitude (m/s²),Vz (m/s),Z (m),z
0.0,69.321098,0.0,697.0,696.3775220066528
0.005833,69.332405,0.404011,697.002357,697.1434902736842
0.011666,69.342922,0.808083,697.00707,696.9273035366011
0.021666,69.360906,1.500881,697.018615,696.5752435137291
0.031666,69.378871,2.193859,697.037089,696.9070714274246
0.041666,69.39678,2.887015,697.062493,696.9380283479848
0.051666,69.414627,3.58035,697.09483,696.8404735663562
0.061666,69.432441,4.273864,697.134101,696.7605527200276
0.071666,69.450151,4.967554,697.180308,697.3386617191143
0.081666,69.467886,5.661422,697.233453,697.5709743642
0.091666,69.485528,6.355467,697.293538,697.4709671755513
0.101666,69.548116,7.049912,697.360565,697.0679890521792
0.111666,69.57419,7.7448,697.434538,697.1442891761608
0.121666,69.591771,8.439906,697.515462,697.1794851422453
0.131666,69.609252,9.135187,697.603337,697.3617047100919
0.141666,69.626734,9.830643,697.698166,697.9995105769399
0.151666,69.644212,10.526274,697.799951,697.6471460482649
0.161666,69.661568,11.222078,697.908693,697.8243285424137
0.171666,69.678931,11.918056,698.024393,698.3473030307895
0.181666,69.696233,12.614207,698.147055,698.3456165145012
0.191666,69.713474,13.310531,698.276678,698.3182226070546
0.201666,69.771843,14.007198,698.413267,698.3994767392636
0.211666,69.796977,14.704344,698.556824,698.3414463663491
0.221666,69.814147,15.40168,698.707354,698.6036359229588
0.231666,69.831292,16.099181,698.864858,698.8255530036608
0.241666,69.848379,16.796853,699.029338,699.1393003793153
0.251666,69.865413,17.494696,699.200796,699.07842557379
0.261666,69.882397,18.192708,699.379233,699.403812150908
0.271666,69.899324,18.89089,699.564651,699.4041906971206
0.281666,69.916228,19.589241,699.757051,699.8286439528827
0.291666,69.93311,20.28776,699.956436,699.4435589385425
0.301666,69.989241,20.986612,700.162808,700.2259905813916
0.311666,70.013824,21.685899,700.37617,700.2048770843519
0.321666,70.030598,22.385393,700.596527,701.3047664189908
0.331666,70.047316,23.085054,700.823879,700.302342987227
0.341666,70.06398,23.784882,701.058229,700.8193465861057
0.351666,70.080589,24.484876,701.299577,701.2189318064356
0.361666,70.097248,25.185036,701.547927,701.473949183632
0.371666,70.11375,25.885362,701.803279,701.7518953779735
0.381666,70.1303,26.585853,702.065635,702.2070597837046
0.391666,70.146796,27.286509,702.334997,702.3299854497102
0.401666,70.200724,27.987517,702.611367,702.4374959343663
0.411666,70.22473,28.688914,702.894749,702.7330186591308
0.421666,70.241116,29.390513,703.185146,703.3778531045863
0.431666,70.257482,30.092275,703.48256,703.5302360115376
0.441666,70.273727,30.794201,703.786993,703.8555406160043
0.451666,70.289917,31.496288,704.098445,704.4255781818055
0.461666,70.306155,32.198537,704.416919,704.2405063145583
0.471666,70.32234,32.900948,704.742417,704.5243283951842
0.481666,70.33837,33.60352,705.074939,705.2098685512744
0.491666,70.354449,34.306253,705.414488,705.3947300861249
0.501666,70.406408,35.009325,705.761066,706.2374828731311
0.511666,70.429875,35.712774,706.114676,706.318703091372
0.521666,70.445842,36.41642,706.475322,706.302818947272
0.531666,70.461722,37.120225,706.843005,707.0196811203975
0.541666,70.477652,37.824189,707.217727,707.4297721971685
0.551666,70.493425,38.528312,707.59949,707.951085249665
0.561666,70.509245,39.232592,707.988294,707.6759123240212
0.571666,70.525012,39.93703,708.384143,708.3331704179265
0.581666,70.540693,40.641625,708.787036,708.1971134359566
0.591666,70.556355,41.346376,709.196976,708.949618889875
0.601666,70.60634,42.051456,709.613965,709.8151031551089
0.603159,70.612882,42.156724,709.676802,709.5987777303385
0.60562,70.626258,42.330252,709.78099,709.9822477364723
0.608082,70.630589,42.503791,709.885605,709.7681399905396
0.613004,70.638644,42.850888,710.09569,710.3951491677699
0.617927,70.646104,43.198023,710.307483,710.2663219360933
0.622849,70.653862,43.545195,710.520985,710.8411861495179
0.632849,70.669319,44.250569,710.959964,711.2285128032102
0.642849,70.684933,44.956101,711.405997,710.8769231867533
0.652849,70.699828,45.661792,711.859086,711.3087013191856
0.662849,70.715372,46.367643,712.319233,712.5464647495247
0.672849,70.730355,47.073658,712.78644,713.0544421894743
0.682849,70.745331,47.779836,713.260707,713.242341532195
0.692849,70.760245,48.48618,713.742037,713.871628712529
0.702849,70.811606,49.192844,714.230432,714.3107638344804
0.712849,70.829712,49.899908,714.725896,714.6251965058309
0.722849,70.844093,50.607159,715.228431,714.9618173681571
0.732849,70.858548,51.314581,715.73804,715.455447074817
0.742849,70.872878,52.022175,716.254723,716.187906161621
0.752849,70.886913,52.729944,716.778484,716.2203926760128
0.762849,70.901157,53.437887,717.309323,717.1132450777134
0.772849,70.915037,54.146006,717.847242,718.2152778956171
0.782849,70.929291,54.854304,718.392244,718.203408549281
0.792849,70.942942,55.562779,718.944329,719.3254281675547
0.802849,70.991494,56.271606,719.503501,719.3163924137864
0.812849,71.008809,56.980802,720.069763,719.9788405108442
0.822849,71.022461,57.690195,720.643118,720.747565028223
0.832849,71.03578,58.399765,721.223568,721.3771892862682
0.842849,71.049264,59.109512,721.811114,721.4362548363134
0.852849,71.062492,59.819434,722.405758,722.7399129697341
0.862849,71.075919,60.52953,723.007503,722.7114771198959
0.872849,71.08922,61.239801,723.61635,723.9616630170498
0.882849,71.10205,61.950241,724.2323,724.1340321424692
0.892849,71.115428,62.66085,724.855355,724.5596214706973
0.902849,71.16213,63.371766,725.485518,725.4316735615263
0.912849,71.178873,64.083085,726.122792,726.1522986102841
0.922849,71.191846,64.794556,726.76718,726.4020761362755
0.932849,71.204855,65.506184,727.418684,727.3747290623626
0.942849,71.217754,66.217963,728.077304,728.4032418770386
0.952849,71.23119,66.929892,728.743044,728.7500383797025
0.962849,71.244226,67.641966,729.415903,729.7872991418967
0.972849,71.257322,68.354179,730.095883,729.9772703598858
0.982849,71.270593,69.066525,730.782987,731.1079796447327
0.992849,71.283832,69.779001,731.477214,731.6786849118848
1.002849,71.329551,70.491719,732.178568,732.1312588605876
1.012849,71.346075,71.204822,732.88705,733.2949577722402
1.022849,71.359861,71.917993,733.602664,733.3788218779852
1.032849,71.373401,72.631277,734.32541,734.1742705907313
1.042849,71.387088,73.344656,735.05529,734.9408637575265
1.052849,71.400922,74.058125,735.792304,736.0898564142843
1.062849,71.414739,74.771676,736.536453,736.3707536868259
1.072849,71.428852,75.485301,737.287738,737.8797145154085
1.082849,71.442928,76.198993,738.046159,738.5707501229439
1.092849,71.457435,76.912744,738.811718,738.8714865684987
1.102849,71.502831,77.626664,739.584414,739.6267692647233
1.112849,71.520769,78.340885,740.364252,740.505374965807
1.122849,71.5354,79.055104,741.151232,741.2944864123368
1.132849,71.550266,79.769355,741.945354,742.4558679974436
1.142849,71.522303,80.483453,742.746618,742.7426799015728
1.152849,71.580392,81.197457,743.555023,743.4056615312804
1.162849,71.595692,81.91179,744.370569,744.871114465233
1.172849,71.611112,82.626088,745.193258,745.2286005263164
1.182849,71.626589,83.34038,746.023091,745.7690770706987
1.192849,71.641998,84.054659,746.860066,746.692657162134
1.202849,71.687741,84.769043,747.704184,747.6756573516666
1.212849,71.706779,85.483595,748.555448,748.4834852367957
1.222849,71.722651,86.198136,749.413856,749.1967060135137
1.232849,71.738606,86.912644,750.27941,750.2519056920447
1.242849,71.754561,87.627117,751.152109,751.1595760537302
1.252849,71.770672,88.341552,752.031952,752.3896430835596
1.262849,71.786661,89.055945,752.91894,753.5131404993278
1.272849,71.802597,89.770294,753.813071,753.8621993522215
1.282849,71.818622,90.484599,754.714346,754.799100205994
1.292849,71.834609,91.19886,755.622763,755.8578536387569
1.302849,71.87935,91.913195,756.538323,756.768341307705
1.312849,71.898361,92.627692,757.461027,757.1217340214599
1.322849,71.914141,93.342144,758.390877,758.36093490605
1.332849,71.929761,94.056554,759.32787,759.3310106007498
1.342849,71.945174,94.770928,760.272008,760.252884845838
1.352849,71.96055,95.485269,761.223289,761.3520296657667
1.362849,71.975783,96.199582,762.181713,761.8684124098463
1.372849,71.990841,96.913873,763.14728,763.4396895069607
1.382849,72.00553,97.628147,764.11999,764.1838267259711
1.392849,72.020239,98.34241,765.099843,764.8912745103895
1.402849,72.062218,99.056774,766.086839,766.0464667589712
1.412849,72.079514,99.771345,767.080979,766.982207803093
1.422849,72.093446,100.485929,768.082266,767.7185330501395
1.432849,72.106941,101.200531,769.090698,769.371404576642
1.442849,72.120354,101.915161,770.106276,770.2552201497457
1.44921,72.128671,102.369743,770.755987,771.0321988263353
1.455571,72.13691,102.824342,771.40859,771.3603107117358
1.461932,72.145128,103.27896,772.064084,772.45452492453
1.471932,72.157716,103.99372,773.100448,772.8433992969656
1.481932,72.169978,104.70854,774.143959,773.6749463273694
1.491932,72.182837,105.423416,775.194619,774.6534200328522
1.495684,72.187406,105.691639,775.590655,775.6893080326711
1.499436,72.201437,105.959888,775.987697,776.3144772743404
1.503187,72.224018,106.228196,776.385746,776.2838481629385
1.513187,72.239041,106.943478,777.451605,777.0832516188019
1.523187,72.251026,107.658848,778.524616,778.4133776560551
1.533187,72.262862,108.374301,779.604782,779.6919416528472
1.543187,72.274224,109.089846,780.692103,780.4672950768004
1.553187,72.285302,109.805492,781.786579,782.4249967979038
1.563187,72.296278,110.52125,782.888213,783.1981856841643
1.573187,72.306893,111.23713,783.997005,783.5979931013723
1.583187,72.317348,111.953142,785.112956,785.2805749919161
1.593187,72.327563,112.669294,786.236068,786.2189998052793
1.603187,72.363666,113.385706,787.366343,787.4481640266138
1.613187,72.37621,114.10246,788.503784,788.4307834819449
1.623187,72.385622,114.819378,789.648393,789.3785407053668
1.633187,72.395053,115.536469,790.800172,791.4360802075005
1.643187,72.404425,116.253743,791.959123,791.8473825546539
1.653187,72.413257,116.971207,793.125247,793.0578026351764
1.663187,72.422063,117.688866,794.298547,793.981664464458
1.673187,72.431081,118.406726,795.479025,795.3822072278449
1.683187,72.439873,119.124795,796.666683,796.8393060110117
1.693187,72.448308,119.843076,797.861522,797.7785819070559
1.703187,72.482241,120.561691,799.063545,799.7410498366582
1.713187,72.493478,121.280649,800.272757,799.5906009192923
1.723187,72.501897,121.999878,801.489159,801.278837881655
1.733187,72.510465,122.719323,802.712755,802.2681766805329
1.743187,72.519057,123.438973,803.943546,804.1204184540611
1.753187,72.527583,124.158831,805.181535,805.210009362244
1.763187,72.535985,124.878906,806.426724,805.9228816803842
1.773187,72.544434,125.599197,807.679114,807.8575530924859
1.783187,72.553096,126.319703,808.938708,809.2215679803159
1.793187,72.561657,127.040421,810.205509,809.8660465066791
1.803187,72.594748,127.761466,811.479518,811.610814939182
1.813187,72.605627,128.482835,812.760739,813.0260428589173
1.823187,72.614169,129.204456,814.049175,813.8833246284676
1.833187,72.623056,129.926273,815.344829,814.7077842630324
1.843187,72.631516,130.648275,816.647701,816.5324154095762
1.853187,72.640045,131.370462,817.957795,817.9504022873633
1.863187,72.648754,132.092833,819.275111,819.1672273733454
1.873187,72.657395,132.815384,820.599652,820.9469742912534
1.883187,72.666097,133.538109,821.93142,822.2732674398158
1.893187,72.674803,134.261003,823.270415,822.9007004923202
1.903187,72.707075,134.984171,824.616641,824.544128756204
1.913187,72.718285,135.707609,825.970099,826.1542035384845
1.923187,72.727072,136.431244,827.330793,827.4017116860343
1.933187,72.735579,137.155017,828.698725,829.2292232397142
1.943187,72.744466,137.878911,830.073894,830.107982812818
1.953187,72.752948,138.602927,831.456303,831.5985644276432
1.963187,72.761528,139.327063,832.845953,833.0906815610007
1.973187,72.770297,140.051314,834.242845,834.3706804075907
1.983187,72.778785,140.775671,835.64698,836.0551980992158
1.993187,72.787427,141.500125,837.058359,837.4367190598422
2.003187,72.818956,142.224777,838.476983,837.9456987058957
2.013187,72.829987,142.949624,839.902855,839.9496700411446
2.023187,72.838603,143.674593,841.335976,840.994392547166
2.033187,72.847223,144.399627,842.776347,843.1448496586082
2.043187,72.855964,145.124711,844.223969,843.6933048292474
2.053187,72.864416,145.849843,845.678841,845.4772518255603
2.063187,72.87308,146.575024,847.140966,846.7424757841919
2.073187,72.881503,147.300248,848.610342,848.5746947345149
2.083187,72.890445,148.025509,850.086971,850.006557536903
2.093187,72.899017,148.750801,851.570852,851.6437765285438
